Dīgha Nikāya 27 ||| Long Discourses 27
Ye kho pana, vāseṭṭha, tena samayena sattā methunaṁ dhammaṁ paṭisevanti, te māsampi dvemāsampi na labhanti gāmaṁ vā nigamaṁ vā pavisituṁ. ||| The beings who had sex together weren’t allowed to enter a village or town for one or two months.
Yato kho te, vāseṭṭha, sattā tasmiṁ asaddhamme ativelaṁ pātabyataṁ āpajjiṁsu. ||| Ever since they excessively threw themselves into immorality,
Atha agārāni upakkamiṁsu kātuṁ tasseva asaddhammassa paṭicchādanatthaṁ. ||| they started to make buildings to hide their immoral deeds.
Atha kho, vāseṭṭha, aññatarassa sattassa alasajātikassa etadahosi: ||| Then one of those beings of idle disposition thought,
‘ambho, kimevāhaṁ vihaññāmi sāliṁ āharanto sāyaṁ sāyamāsāya pāto pātarāsāya. ||| ‘Oh my, why should I be bothered to gather rice at dusk for supper, and at daybreak for breakfast?
Yannūnāhaṁ sāliṁ āhareyyaṁ sakideva sāyapātarāsāyā’ti. ||| Why don’t I gather rice for supper and breakfast all at once?’
Atha kho so, vāseṭṭha, satto sāliṁ āhāsi sakideva sāyapātarāsāya. ||| So that’s what he did.
Atha kho, vāseṭṭha, aññataro satto yena so satto tenupasaṅkami; upasaṅkamitvā taṁ sattaṁ etadavoca: ||| Then one of the other beings approached that being and said,
‘ehi, bho satta, sālāhāraṁ gamissāmā’ti. ||| ‘Come, good being, we shall go to gather rice.’
‘Alaṁ, bho satta, āhato me sāli sakideva sāyapātarāsāyā’ti. ||| ‘There’s no need, good being! I gathered rice for supper and breakfast all at once.’
Atha kho so, vāseṭṭha, satto tassa sattassa diṭṭhānugatiṁ āpajjamāno sāliṁ āhāsi sakideva dvīhāya. ‘Evampi kira, bho, sādhū’ti. ||| So that being, following their example, gathered rice for two days all at once, thinking: ‘This seems fine.’
Atha kho, vāseṭṭha, aññataro satto yena so satto tenupasaṅkami; upasaṅkamitvā taṁ sattaṁ etadavoca: ||| Then one of the other beings approached that being and said,
‘ehi, bho satta, sālāhāraṁ gamissāmā’ti. ||| ‘Come, good being, we shall go to gather rice.’
‘Alaṁ, bho satta, āhato me sāli sakideva dvīhāyā’ti. ||| ‘There’s no need, good being! I gathered rice for two days all at once.’
Atha kho so, vāseṭṭha, satto tassa sattassa diṭṭhānugatiṁ āpajjamāno sāliṁ āhāsi sakideva catūhāya, ‘evampi kira, bho, sādhū’ti. ||| So that being, following their example, gathered rice for four days all at once, thinking: ‘This seems fine.’
Atha kho, vāseṭṭha, aññataro satto yena so satto tenupasaṅkami; upasaṅkamitvā taṁ sattaṁ etadavoca: ||| Then one of the other beings approached that being and said,
‘ehi, bho satta, sālāhāraṁ gamissāmā’ti. ||| ‘Come, good being, we shall go to gather rice.’
‘Alaṁ, bho satta, āhato me sāli sakideva catūhāyā’ti. ||| ‘There’s no need, good being! I gathered rice for four days all at once.’
Atha kho so, vāseṭṭha, satto tassa sattassa diṭṭhānugatiṁ āpajjamāno sāliṁ āhāsi sakideva aṭṭhāhāya, ‘evampi kira, bho, sādhū’ti. ||| So that being, following their example, gathered rice for eight days all at once, thinking: ‘This seems fine.’
Yato kho te, vāseṭṭha, sattā sannidhikārakaṁ sāliṁ upakkamiṁsu paribhuñjituṁ. ||| But when they started to store up rice to eat,
Atha kaṇopi taṇḍulaṁ pariyonandhi, thusopi taṇḍulaṁ pariyonandhi; ||| the rice grains became wrapped in powder and husk,
lūnampi nappaṭivirūḷhaṁ, apadānaṁ paññāyittha, saṇḍasaṇḍā sālayo aṭṭhaṁsu. ||| it didn’t grow back after reaping, leaving a trace showing, and the rice stood in clumps.
9. Sālivibhāga ||| 9. Dividing the Rice
Atha kho te, vāseṭṭha, sattā sannipatiṁsu, sannipatitvā anutthuniṁsu: ||| Then those beings gathered together and bemoaned,
‘pāpakā vata, bho, dhammā sattesu pātubhūtā. ||| ‘Oh, how wicked things have appeared among beings!
Mayañhi pubbe manomayā ahumhā pītibhakkhā sayaṁpabhā antalikkhacarā subhaṭṭhāyino, ciraṁ dīghamaddhānaṁ aṭṭhamhā. ||| For we used to be mind-made, feeding on rapture, self-luminous, wandering in midair, steadily glorious, and we remained like that for a very long time.
Tesaṁ no amhākaṁ kadāci karahaci dīghassa addhuno accayena rasapathavī udakasmiṁ samatani. ||| After a very long period had passed, the earth’s nectar curdled in the water.
Sā ahosi vaṇṇasampannā gandhasampannā rasasampannā.
Te mayaṁ rasapathaviṁ hatthehi āluppakārakaṁ upakkamimha paribhuñjituṁ, tesaṁ no rasapathaviṁ hatthehi āluppakārakaṁ upakkamataṁ paribhuñjituṁ sayaṁpabhā antaradhāyi.
Sayaṁpabhāya antarahitāya candimasūriyā pāturahesuṁ, candimasūriyesu pātubhūtesu nakkhattāni tārakarūpāni pāturahesuṁ, nakkhattesu tārakarūpesu pātubhūtesu rattindivā paññāyiṁsu, rattindivesu paññāyamānesu māsaḍḍhamāsā paññāyiṁsu.
Māsaḍḍhamāsesu paññāyamānesu utusaṁvaccharā paññāyiṁsu.
Te mayaṁ rasapathaviṁ paribhuñjantā tambhakkhā tadāhārā ciraṁ dīghamaddhānaṁ aṭṭhamhā.
Tesaṁ no pāpakānaṁyeva akusalānaṁ dhammānaṁ pātubhāvā rasapathavī antaradhāyi. ||| But due to bad, unskillful things among us, the earth’s nectar vanished,
Rasapathaviyā antarahitāya bhūmipappaṭako pāturahosi.
So ahosi vaṇṇasampanno gandhasampanno rasasampanno.
Te mayaṁ bhūmipappaṭakaṁ upakkamimha paribhuñjituṁ.
Te mayaṁ taṁ paribhuñjantā tambhakkhā tadāhārā ciraṁ dīghamaddhānaṁ aṭṭhamhā.
Tesaṁ no pāpakānaṁyeva akusalānaṁ dhammānaṁ pātubhāvā bhūmipappaṭako antaradhāyi. ||| then the ground-fungus vanished,
Bhūmipappaṭake antarahite padālatā pāturahosi.
Sā ahosi vaṇṇasampannā gandhasampannā rasasampannā.
Te mayaṁ padālataṁ upakkamimha paribhuñjituṁ.
Te mayaṁ taṁ paribhuñjantā tambhakkhā tadāhārā ciraṁ dīghamaddhānaṁ aṭṭhamhā.
Tesaṁ no pāpakānaṁyeva akusalānaṁ dhammānaṁ pātubhāvā padālatā antaradhāyi. ||| the bursting pods vanished,
Padālatāya antarahitāya akaṭṭhapāko sāli pāturahosi akaṇo athuso suddho sugandho taṇḍulapphalo.
Yaṁ taṁ sāyaṁ sāyamāsāya āharāma, pāto taṁ hoti pakkaṁ paṭivirūḷhaṁ.
Yaṁ taṁ pāto pātarāsāya āharāma, sāyaṁ taṁ hoti pakkaṁ paṭivirūḷhaṁ.
Nāpadānaṁ paññāyittha.
Te mayaṁ akaṭṭhapākaṁ sāliṁ paribhuñjantā tambhakkhā tadāhārā ciraṁ dīghamaddhānaṁ aṭṭhamhā.
Tesaṁ no pāpakānaṁyeva akusalānaṁ dhammānaṁ pātubhāvā kaṇopi taṇḍulaṁ pariyonandhi, thusopi taṇḍulaṁ pariyonandhi, lūnampi nappaṭivirūḷhaṁ, apadānaṁ paññāyittha, saṇḍasaṇḍā sālayo ṭhitā. ||| and now the rice grains have become wrapped in powder and husk, it doesn’t grow back after reaping, traces are left showing, and the rice stands in clumps.
Yannūna mayaṁ sāliṁ vibhajeyyāma, mariyādaṁ ṭhapeyyāmā’ti. ||| We’d better divide up the rice and lay down boundaries.’
Atha kho te, vāseṭṭha, sattā sāliṁ vibhajiṁsu, mariyādaṁ ṭhapesuṁ. ||| So that’s what they did.
Atha kho, vāseṭṭha, aññataro satto lolajātiko sakaṁ bhāgaṁ parirakkhanto aññataraṁ bhāgaṁ adinnaṁ ādiyitvā paribhuñji. ||| Now, one of those beings was reckless. While guarding their own share they took another’s share without it being given, and ate it.
Tamenaṁ aggahesuṁ, gahetvā etadavocuṁ: ||| They grabbed the one who had done this and said,
‘pāpakaṁ vata, bho satta, karosi, yatra hi nāma sakaṁ bhāgaṁ parirakkhanto aññataraṁ bhāgaṁ adinnaṁ ādiyitvā paribhuñjasi. ||| ‘You have done a bad thing, good being, in that while guarding your own share you took another’s share without it being given, and ate it.
Māssu, bho satta, punapi evarūpamakāsī’ti. ||| Do not do such a thing again.’
‘Evaṁ, bho’ti kho, vāseṭṭha, so satto tesaṁ sattānaṁ paccassosi. ||| ‘Yes, worthy sirs,’ replied that being.
Dutiyampi kho, vāseṭṭha, so satto …pe… ||| But for a second time,
tatiyampi kho, vāseṭṭha, so satto sakaṁ bhāgaṁ parirakkhanto aññataraṁ bhāgaṁ adinnaṁ ādiyitvā paribhuñji. ||| and a third time they did the same thing, and were told not to continue.
Tamenaṁ aggahesuṁ, gahetvā etadavocuṁ:
‘pāpakaṁ vata, bho satta, karosi, yatra hi nāma sakaṁ bhāgaṁ parirakkhanto aññataraṁ bhāgaṁ adinnaṁ ādiyitvā paribhuñjasi.
Māssu, bho satta, punapi evarūpamakāsī’ti.
Aññe pāṇinā pahariṁsu, aññe leḍḍunā pahariṁsu, aññe daṇḍena pahariṁsu. ||| And then they struck that being, some with fists, others with stones, and still others with rods.
Tadagge kho, vāseṭṭha, adinnādānaṁ paññāyati, garahā paññāyati, musāvādo paññāyati, daṇḍādānaṁ paññāyati. ||| From that day on stealing was found, and blame, and lying, and the taking up of rods.
10. Mahāsammatarājā ||| 10. The Elected King
Atha kho te, vāseṭṭha, sattā sannipatiṁsu, sannipatitvā anutthuniṁsu: ||| Then those beings gathered together and bemoaned,
‘pāpakā vata bho dhammā sattesu pātubhūtā, yatra hi nāma adinnādānaṁ paññāyissati, garahā paññāyissati, musāvādo paññāyissati, daṇḍādānaṁ paññāyissati. ||| ‘Oh, how wicked things have appeared among beings, in that stealing is found, and blaming and lying and the taking up of rods!
Yannūna mayaṁ ekaṁ sattaṁ sammanneyyāma, yo no sammā khīyitabbaṁ khīyeyya, sammā garahitabbaṁ garaheyya, sammā pabbājetabbaṁ pabbājeyya. ||| Why don’t we elect one being who would rightly accuse those who deserve it, blame those who deserve it, and expel those who deserve it?
Mayaṁ panassa sālīnaṁ bhāgaṁ anuppadassāmā’ti. ||| We shall pay them with a share of rice.’
Atha kho te, vāseṭṭha, sattā yo nesaṁ satto abhirūpataro ca dassanīyataro ca pāsādikataro ca mahesakkhataro ca taṁ sattaṁ upasaṅkamitvā etadavocuṁ: ||| Then those beings approached the being among them who was most attractive, good-looking, lovely, and illustrious, and said,
‘ehi, bho satta, sammā khīyitabbaṁ khīya, sammā garahitabbaṁ garaha, sammā pabbājetabbaṁ pabbājehi. ||| ‘Come, good being, rightly accuse those who deserve it, blame those who deserve it, and banish those who deserve it.
Mayaṁ pana te sālīnaṁ bhāgaṁ anuppadassāmā’ti. ||| We shall pay you with a share of rice.’
‘Evaṁ, bho’ti kho, vāseṭṭha, so satto tesaṁ sattānaṁ paṭissuṇitvā sammā khīyitabbaṁ khīyi, sammā garahitabbaṁ garahi, sammā pabbājetabbaṁ pabbājesi. ||| ‘Yes, worthy sirs,’ replied that being. They acted accordingly,
Te panassa sālīnaṁ bhāgaṁ anuppadaṁsu. ||| and were paid with a share of rice.
Mahājanasammatoti kho, vāseṭṭha, ‘mahāsammato, mahāsammato’ tveva paṭhamaṁ akkharaṁ upanibbattaṁ. ||| ‘Elected by the populace’, Vāseṭṭha, is the meaning of ‘popularly elected’, the first term applied to them.
Khettānaṁ adhipatīti kho, vāseṭṭha, ‘khattiyo, khattiyo’ tveva dutiyaṁ akkharaṁ upanibbattaṁ. ||| ‘Lord of the fields’ is the meaning of ‘aristocrat’, the second term applied to them.
Dhammena pare rañjetīti kho, vāseṭṭha, ‘rājā, rājā’ tveva tatiyaṁ akkharaṁ upanibbattaṁ. ||| ‘They please others with principle’ is the meaning of ‘king’, the third term applied to them.
Iti kho, vāseṭṭha, evametassa khattiyamaṇḍalassa porāṇena aggaññena akkharena abhinibbatti ahosi tesaṁyeva sattānaṁ, anaññesaṁ. Sadisānaṁyeva, no asadisānaṁ. Dhammeneva, no adhammena. ||| And that, Vāseṭṭha, is how the ancient primordial terms for the circle of aristocrats were created; for those very beings, not others; for those like them, not unlike; by virtue of principle, not against principle.
Dhammo hi, vāseṭṭha, seṭṭho janetasmiṁ diṭṭhe ceva dhamme abhisamparāyañca. ||| For principle, Vāseṭṭha, is the best thing for people in both this life and the next.
11. Brāhmaṇamaṇḍala ||| 11. The Circle of Brahmins
Atha kho tesaṁ, vāseṭṭha, sattānaṁyeva ekaccānaṁ etadahosi: ||| Then some of those same beings thought,
‘pāpakā vata, bho, dhammā sattesu pātubhūtā, yatra hi nāma adinnādānaṁ paññāyissati, garahā paññāyissati, musāvādo paññāyissati, daṇḍādānaṁ paññāyissati, pabbājanaṁ paññāyissati. ||| ‘Oh, how wicked things have appeared among beings, in that stealing is found, and blaming and lying and the taking up of rods and banishment!
Yannūna mayaṁ pāpake akusale dhamme vāheyyāmā’ti. ||| Why don’t we set aside bad, unskillful things?’
Te pāpake akusale dhamme vāhesuṁ. ||| So that’s what they did.
Pāpake akusale dhamme vāhentīti kho, vāseṭṭha, ‘brāhmaṇā, brāhmaṇā’ tveva paṭhamaṁ akkharaṁ upanibbattaṁ. ||| ‘They set aside bad, unskillful things’ is the meaning of ‘brahmin’, the first term applied to them.
Te araññāyatane paṇṇakuṭiyo karitvā paṇṇakuṭīsu jhāyanti vītaṅgārā vītadhūmā pannamusalā sāyaṁ sāyamāsāya pāto pātarāsāya gāmanigamarājadhāniyo osaranti ghāsamesamānā. ||| They built leaf huts in a wilderness region where they meditated pure and bright, without lighting cooking fires or digging the soil. They came down at daybreak for breakfast and at dusk for supper to the village, town, or royal capital seeking a meal.
Te ghāsaṁ paṭilabhitvā punadeva araññāyatane paṇṇakuṭīsu jhāyanti. ||| When they had obtained food they continued to meditate in the leaf huts.
Tamenaṁ manussā disvā evamāhaṁsu: ||| When people noticed this they said,
‘ime kho, bho, sattā araññāyatane paṇṇakuṭiyo karitvā paṇṇakuṭīsu jhāyanti, vītaṅgārā vītadhūmā pannamusalā sāyaṁ sāyamāsāya pāto pātarāsāya gāmanigamarājadhāniyo osaranti ghāsamesamānā. ||| ‘These beings build leaf huts in a wilderness region where they meditate pure and bright, without lighting cooking fires or digging the soil. They come down at daybreak for breakfast and at dusk for supper to the village, town, or royal capital seeking a meal.
Te ghāsaṁ paṭilabhitvā punadeva araññāyatane paṇṇakuṭīsu jhāyantī’ti, ||| When they have obtained food they continue to meditate in the leaf huts.’
jhāyantīti kho, vāseṭṭha, ‘jhāyakā, jhāyakā’ tveva dutiyaṁ akkharaṁ upanibbattaṁ. ||| ‘They meditate’ is the meaning of ‘meditator’, the second term applied to them.
Tesaṁyeva kho, vāseṭṭha, sattānaṁ ekacce sattā araññāyatane paṇṇakuṭīsu taṁ jhānaṁ anabhisambhuṇamānā gāmasāmantaṁ nigamasāmantaṁ osaritvā ganthe karontā acchanti. ||| But some of those beings were unable to keep up with their meditation in the leaf huts in the wilderness. They came down to the neighborhood of a village or town where they dwelt compiling texts.
Tamenaṁ manussā disvā evamāhaṁsu: ||| When people noticed this they said,
‘ime kho, bho, sattā araññāyatane paṇṇakuṭīsu taṁ jhānaṁ anabhisambhuṇamānā gāmasāmantaṁ nigamasāmantaṁ osaritvā ganthe karontā acchanti, na dānime jhāyantī’ti. ||| ‘These beings were unable to keep up with their meditation in the leaf huts in the wilderness. They came down to the neighborhood of a village or town where they dwelt compiling texts. Now they don’t meditate.’
Na dānime jhāyantīti kho, vāseṭṭha, ‘ajjhāyakā, ajjhāyakā’ tveva tatiyaṁ akkharaṁ upanibbattaṁ. ||| ‘Now they don’t meditate’ is the meaning of ‘reciter’, the third term applied to them.
Hīnasammataṁ kho pana, vāseṭṭha, tena samayena hoti, tadetarahi seṭṭhasammataṁ. ||| What was deemed as worse at that time, these days is deemed as best.
Iti kho, vāseṭṭha, evametassa brāhmaṇamaṇḍalassa porāṇena aggaññena akkharena abhinibbatti ahosi tesaṁyeva sattānaṁ, anaññesaṁ sadisānaṁyeva no asadisānaṁ dhammeneva, no adhammena. ||| And that, Vāseṭṭha, is how the ancient primordial terms for the circle of brahmins were created; for those very beings, not others; for those like them, not unlike; by virtue of principle, not against principle.
Dhammo hi, vāseṭṭha, seṭṭho janetasmiṁ diṭṭhe ceva dhamme abhisamparāyañca. ||| For principle, Vāseṭṭha, is the best thing for people in both this life and the next.
12. Vessamaṇḍala ||| 12. The Circle of Peasants
Tesaṁyeva kho, vāseṭṭha, sattānaṁ ekacce sattā methunaṁ dhammaṁ samādāya visukammante payojesuṁ. ||| Some of those same beings, taking up an active sex life, applied themselves to various jobs.
Methunaṁ dhammaṁ samādāya visukammante payojentīti kho, vāseṭṭha, ‘vessā, vessā’ tveva akkharaṁ upanibbattaṁ. ||| ‘Having taken up an active sex life, they apply themselves to various jobs’ is the meaning of ‘peasant’, the term applied to them.
Iti kho, vāseṭṭha, evametassa vessamaṇḍalassa porāṇena aggaññena akkharena abhinibbatti ahosi tesaññeva sattānaṁ anaññesaṁ sadisānaṁyeva, no asadisānaṁ, dhammeneva no adhammena. ||| And that, Vāseṭṭha, is how the ancient primordial term for the circle of peasants was created; for those very beings, not others; for those like them, not unlike; by virtue of principle, not against principle.
Dhammo hi, vāseṭṭha, seṭṭho janetasmiṁ diṭṭhe ceva dhamme abhisamparāyañca. ||| For principle, Vāseṭṭha, is the best thing for people in both this life and the next.
13. Suddamaṇḍala ||| 13. The Circle of Menials
Tesaññeva kho, vāseṭṭha, sattānaṁ ye te sattā avasesā te luddācārā khuddācārā ahesuṁ. ||| The remaining beings lived by venal hunting and minor tasks.
Luddācārā khuddācārāti kho, vāseṭṭha, ‘suddā, suddā’ tveva akkharaṁ upanibbattaṁ. ||| ‘They live by venal hunting and minor tasks’ is the meaning of ‘menial’, the term applied to them.
Iti kho, vāseṭṭha, evametassa suddamaṇḍalassa porāṇena aggaññena akkharena abhinibbatti ahosi tesaṁyeva sattānaṁ anaññesaṁ, sadisānaṁyeva no asadisānaṁ, dhammeneva, no adhammena. ||| And that, Vāseṭṭha, is how the ancient primordial term for the circle of menials was created; for those very beings, not others; for those like them, not unlike; by virtue of principle, not against principle.
Dhammo hi, vāseṭṭha, seṭṭho janetasmiṁ diṭṭhe ceva dhamme abhisamparāyañca. ||| For principle, Vāseṭṭha, is the best thing for people in both this life and the next.
Ahu kho so, vāseṭṭha, samayo, yaṁ khattiyopi sakaṁ dhammaṁ garahamāno agārasmā anagāriyaṁ pabbajati: ||| There came a time when an aristocrat,
‘samaṇo bhavissāmī’ti.
Brāhmaṇopi kho, vāseṭṭha …pe… ||| brahmin,
vessopi kho, vāseṭṭha …pe… ||| peasant,
suddopi kho, vāseṭṭha, sakaṁ dhammaṁ garahamāno agārasmā anagāriyaṁ pabbajati: ||| or menial, deprecating their own vocation, went forth from the lay life to homelessness, thinking,
‘samaṇo bhavissāmī’ti. ||| ‘I will be an ascetic.’
Imehi kho, vāseṭṭha, catūhi maṇḍalehi samaṇamaṇḍalassa abhinibbatti ahosi, tesaṁyeva sattānaṁ anaññesaṁ, sadisānaṁyeva no asadisānaṁ, dhammeneva no adhammena. ||| From these four circles, Vāseṭṭha, the circle of ascetics was created; for those very beings, not others; for those like them, not unlike; by virtue of principle, not against principle.
Dhammo hi, vāseṭṭha, seṭṭho janetasmiṁ diṭṭhe ceva dhamme abhisamparāyañca. ||| For principle, Vāseṭṭha, is the best thing for people in both this life and the next.
14. Duccaritādikathā ||| 14. On Bad Conduct
Khattiyopi kho, vāseṭṭha, kāyena duccaritaṁ caritvā vācāya duccaritaṁ caritvā manasā duccaritaṁ caritvā micchādiṭṭhiko micchādiṭṭhikammasamādāno micchādiṭṭhikammasamādānahetu kāyassa bhedā paraṁ maraṇā apāyaṁ duggatiṁ vinipātaṁ nirayaṁ upapajjati. ||| An aristocrat,
Brāhmaṇopi kho, vāseṭṭha …pe… ||| brahmin,
vessopi kho, vāseṭṭha … ||| peasant,
suddopi kho, vāseṭṭha … ||| menial,
samaṇopi kho, vāseṭṭha, kāyena duccaritaṁ caritvā vācāya duccaritaṁ caritvā manasā duccaritaṁ caritvā micchādiṭṭhiko micchādiṭṭhikammasamādāno micchādiṭṭhikammasamādānahetu kāyassa bhedā paraṁ maraṇā apāyaṁ duggatiṁ vinipātaṁ nirayaṁ upapajjati. ||| or ascetic may do bad things by way of body, speech, and mind. They have wrong view, and they act out of that wrong view. And because of that, when their body breaks up, after death, they’re reborn in a place of loss, a bad place, the underworld, hell.
Khattiyopi kho, vāseṭṭha, kāyena sucaritaṁ caritvā vācāya sucaritaṁ caritvā manasā sucaritaṁ caritvā sammādiṭṭhiko sammādiṭṭhikammasamādāno sammādiṭṭhikammasamādānahetu kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapajjati. ||| An aristocrat,
Brāhmaṇopi kho, vāseṭṭha …pe… ||| brahmin,
vessopi kho, vāseṭṭha … ||| peasant,
suddopi kho, vāseṭṭha … ||| menial,
samaṇopi kho, vāseṭṭha, kāyena sucaritaṁ caritvā vācāya sucaritaṁ caritvā manasā sucaritaṁ caritvā sammādiṭṭhiko sammādiṭṭhikammasamādāno sammādiṭṭhikammasamādānahetu kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapajjati. ||| or ascetic may do good things by way of body, speech, and mind. They have right view, and they act out of that right view. And because of that, when their body breaks up, after death, they’re reborn in a good place, a heavenly realm.
Khattiyopi kho, vāseṭṭha, kāyena dvayakārī, vācāya dvayakārī, manasā dvayakārī, vimissadiṭṭhiko vimissadiṭṭhikammasamādāno vimissadiṭṭhikammasamādānahetu kāyassa bhedā paraṁ maraṇā sukhadukkhappaṭisaṁvedī hoti. ||| An aristocrat,
Brāhmaṇopi kho, vāseṭṭha …pe… ||| brahmin,
vessopi kho, vāseṭṭha … ||| peasant,
suddopi kho, vāseṭṭha … ||| menial,
samaṇopi kho, vāseṭṭha, kāyena dvayakārī, vācāya dvayakārī, manasā dvayakārī, vimissadiṭṭhiko vimissadiṭṭhikammasamādāno vimissadiṭṭhikammasamādānahetu kāyassa bhedā paraṁ maraṇā sukhadukkhappaṭisaṁvedī hoti. ||| or ascetic may do mixed things by way of body, speech, and mind. They have mixed view, and they act out of that mixed view. And because of that, when their body breaks up, after death, they experience both pleasure and pain.
15. Bodhipakkhiyabhāvanā ||| 15. The Qualities on the Side of Awakening
Khattiyopi kho, vāseṭṭha, kāyena saṁvuto vācāya saṁvuto manasā saṁvuto sattannaṁ bodhipakkhiyānaṁ dhammānaṁ bhāvanamanvāya diṭṭheva dhamme parinibbāyati. ||| An aristocrat,
Brāhmaṇopi kho, vāseṭṭha …pe… ||| brahmin,
vessopi kho, vāseṭṭha … ||| peasant,
suddopi kho, vāseṭṭha … ||| menial,
samaṇopi kho, vāseṭṭha, kāyena saṁvuto vācāya saṁvuto manasā saṁvuto sattannaṁ bodhipakkhiyānaṁ dhammānaṁ bhāvanamanvāya diṭṭheva dhamme parinibbāyati. ||| or ascetic who is restrained in body, speech, and mind, and develops the seven qualities on the side of awakening, becomes extinguished in this very life.
Imesañhi, vāseṭṭha, catunnaṁ vaṇṇānaṁ yo hoti bhikkhu arahaṁ khīṇāsavo vusitavā katakaraṇīyo ohitabhāro anuppattasadattho parikkhīṇabhavasaṁyojano sammadaññāvimutto, so nesaṁ aggamakkhāyati dhammeneva, no adhammena. ||| Any mendicant from these four classes who is perfected—with defilements ended, who has completed the spiritual journey, done what had to be done, laid down the burden, achieved their heart’s goal, utterly ended the fetter of continued existence, and is rightly freed through enlightenment—is said to be the foremost by virtue of principle, not against principle.
Dhammo hi, vāseṭṭha, seṭṭho janetasmiṁ diṭṭhe ceva dhamme abhisamparāyañca. ||| For principle, Vāseṭṭha, is the best thing for people in both this life and the next.
Brahmunā pesā, vāseṭṭha, sanaṅkumārena gāthā bhāsitā: ||| The divinity Sanaṅkumāra also spoke this verse:
‘Khattiyo seṭṭho janetasmiṁ, ||| ‘The aristocrat is best among people
ye gottapaṭisārino; ||| who take clan as the standard.
Vijjācaraṇasampanno, ||| But one accomplished in knowledge and conduct
so seṭṭho devamānuse’ti. ||| is first among gods and humans.’
Sā kho panesā, vāseṭṭha, brahmunā sanaṅkumārena gāthā sugītā, no duggītā. Subhāsitā, no dubbhāsitā. Atthasaṁhitā, no anatthasaṁhitā. Anumatā mayā. ||| That verse was well sung by the Divinity Sanaṅkumāra, not poorly sung; well spoken, not poorly spoken; beneficial, not harmful, and I agree with it.
Ahampi, vāseṭṭha, evaṁ vadāmi— ||| I also say:
Khattiyo seṭṭho janetasmiṁ, ||| The aristocrat is best among people
ye gottapaṭisārino; ||| who take clan as the standard.
Vijjācaraṇasampanno, ||| But one accomplished in knowledge and conduct
so seṭṭho devamānuse”ti. ||| is first among gods and humans.”
Idamavoca bhagavā. ||| That is what the Buddha said.
Attamanā vāseṭṭhabhāradvājā bhagavato bhāsitaṁ abhinandunti. ||| Satisfied, Vāseṭṭha and Bhāradvāja approved what the Buddha said.
Aggaññasuttaṁ niṭṭhitaṁ catutthaṁ.
