Dīgha Nikāya 25 ||| Long Discourses 25
Yaṁ panassa khamati, taṁ agadhito amucchito anajjhāpanno ādīnavadassāvī nissaraṇapañño paribhuñjati …pe… ||| But what is acceptable they eat without being tied, infatuated, attached, seeing the drawbacks, and understanding the escape.
evaṁ so tasmiṁ ṭhāne parisuddho hoti. ||| So they’re pure on that point.
Puna caparaṁ, nigrodha, tapassī na tapaṁ samādiyati lābhasakkārasilokanikantihetu: ||| Furthermore, a mortifier doesn’t undertake a practice of mortification out of longing for possessions, honor, and popularity …
‘sakkarissanti maṁ rājāno rājamahāmattā khattiyā brāhmaṇā gahapatikā titthiyā’ti …pe… ||| ‘Kings, royal ministers, aristocrats, brahmins, householders, and sectarians will honor me!’
evaṁ so tasmiṁ ṭhāne parisuddho hoti. ||| So they’re pure on that point.
Puna caparaṁ, nigrodha, tapassī aññataraṁ samaṇaṁ vā brāhmaṇaṁ vā nāpasādetā hoti: ||| Furthermore, a mortifier doesn’t rebuke a certain ascetic or brahmin,
‘kiṁ panāyaṁ sambahulājīvo sabbaṁ sambhakkheti. ||| ‘What is it with this one living in abundance, devouring everything—
Seyyathidaṁ—mūlabījaṁ khandhabījaṁ phaḷubījaṁ aggabījaṁ bījabījameva pañcamaṁ, asanivicakkaṁ dantakūṭaṁ, samaṇappavādenā’ti …pe… ||| plants propagated from roots, trunks, cuttings, or joints; and those from regular seeds as the fifth. According to this ascetic’s doctrine, the crown of the tooth is like forked lightning!’
evaṁ so tasmiṁ ṭhāne parisuddho hoti. ||| So they’re pure on that point.
Puna caparaṁ, nigrodha, tapassī passati aññataraṁ samaṇaṁ vā brāhmaṇaṁ vā kulesu sakkariyamānaṁ garu kariyamānaṁ māniyamānaṁ pūjiyamānaṁ. ||| Furthermore, a mortifier sees a certain ascetic or brahmin being honored, respected, esteemed, and venerated among good families.
Disvā tassa na evaṁ hoti: ||| It never occurs to them,
‘imañhi nāma sambahulājīvaṁ kulesu sakkaronti garuṁ karonti mānenti pūjenti. ||| ‘This one, who lives in abundance, is honored, respected, esteemed, and venerated among good families.
Maṁ pana tapassiṁ lūkhājīviṁ kulesu na sakkaronti na garuṁ karonti na mānenti na pūjentī’ti, iti so issāmacchariyaṁ kulesu nuppādetā hoti …pe… ||| But I, a fervent mortifier who lives rough, am not honored, respected, esteemed, and venerated among good families.’ Thus they don’t give rise to jealousy and stinginess regarding families.
evaṁ so tasmiṁ ṭhāne parisuddho hoti. ||| So they’re pure on that point.
Puna caparaṁ, nigrodha, tapassī na āpāthakanisādī hoti …pe… ||| Furthermore, a mortifier doesn’t sit meditation only when people can see them.
evaṁ so tasmiṁ ṭhāne parisuddho hoti. ||| So they’re pure on that point.
Puna caparaṁ, nigrodha, tapassī na attānaṁ adassayamāno kulesu carati: ||| Furthermore, a mortifier doesn’t sneak about among families, thinking,
‘idampi me tapasmiṁ, idampi me tapasmin’ti …pe… ||| ‘This is part of my mortification; this is part of my mortification.’
evaṁ so tasmiṁ ṭhāne parisuddho hoti. ||| So they’re pure on that point.
Puna caparaṁ, nigrodha, tapassī na kiñcideva paṭicchannaṁ sevati, so: ||| Furthermore, a mortifier never behaves in an underhand manner.
‘khamati te idan’ti puṭṭho samāno akkhamamānaṁ āha: ||| When asked whether something is acceptable to them, they say it isn’t when it isn’t.
‘nakkhamatī’ti.
Khamamānaṁ āha: ||| Or they say it is when it is.
‘khamatī’ti.
Iti so sampajānamusā na bhāsitā hoti …pe… ||| Thus they don’t tell a deliberate lie.
evaṁ so tasmiṁ ṭhāne parisuddho hoti. ||| So they’re pure on that point.
Puna caparaṁ, nigrodha, tapassī tathāgatassa vā tathāgatasāvakassa vā dhammaṁ desentassa santaṁyeva pariyāyaṁ anuññeyyaṁ anujānāti …pe… ||| Furthermore, a mortifier agrees with the way that the Realized One or their disciple teaches Dhamma when they make a valid point.
evaṁ so tasmiṁ ṭhāne parisuddho hoti. ||| So they’re pure on that point.
Puna caparaṁ, nigrodha, tapassī akkodhano hoti anupanāhī. ||| Furthermore, a mortifier is not irritable and acrimonious …
Yampi, nigrodha, tapassī akkodhano hoti anupanāhī evaṁ so tasmiṁ ṭhāne parisuddho hoti.
Puna caparaṁ, nigrodha, tapassī amakkhī hoti apaḷāsī …pe… ||| offensive and contemptuous …
anissukī hoti amaccharī … ||| jealous and stingy …
asaṭho hoti amāyāvī … ||| devious and deceitful …
atthaddho hoti anatimānī … ||| obstinate and arrogant …
na pāpiccho hoti na pāpikānaṁ icchānaṁ vasaṁ gato … ||| they don’t have corrupt wishes …
na micchādiṭṭhiko hoti na antaggāhikāya diṭṭhiyā samannāgato … ||| and wrong view …
na sandiṭṭhiparāmāsī hoti na ādhānaggāhī suppaṭinissaggī. ||| they’re not attached to their own views, holding them tight, and refusing to let go.
Yampi, nigrodha, tapassī na sandiṭṭhiparāmāsī hoti na ādhānaggāhī suppaṭinissaggī.
Evaṁ so tasmiṁ ṭhāne parisuddho hoti. ||| So they’re pure on that point.
Taṁ kiṁ maññasi, nigrodha, ||| What do you think, Nigrodha?
yadi evaṁ sante tapojigucchā parisuddhā vā hoti aparisuddhā vā”ti? ||| If this is so, is the fervent mortification in disgust of sin purified or not?”
“Addhā kho, bhante, evaṁ sante tapojigucchā parisuddhā hoti no aparisuddhā, aggappattā ca sārappattā cā”ti. ||| “Clearly, sir, it is purified. It has reached the peak and the pith.”
“Na kho, nigrodha, ettāvatā tapojigucchā aggappattā ca hoti sārappattā ca; ||| “No, Nigrodha, at this point the fervent mortification in disgust of sin has not yet reached the peak and the pith.
api ca kho papaṭikappattā hotī”ti. ||| Rather, it has only reached the shoots.”
2.3. Parisuddhatacappattakathā ||| 2.3. On Reaching the Bark
“Kittāvatā pana, bhante, tapojigucchā aggappattā ca hoti sārappattā ca? ||| “But at what point, sir, does the fervent mortification in disgust of sin reach the peak and the pith?
Sādhu me, bhante, bhagavā tapojigucchāya aggaññeva pāpetu, sāraññeva pāpetū”ti. ||| Please help me reach the peak and the pith!”
“Idha, nigrodha, tapassī cātuyāmasaṁvarasaṁvuto hoti. ||| “Nigrodha, take a mortifier who is restrained in the fourfold constraint.
Kathañca, nigrodha, tapassī cātuyāmasaṁvarasaṁvuto hoti? ||| And how is a mortifier restrained in the fourfold constraint?
Idha, nigrodha, tapassī na pāṇaṁ atipāteti, na pāṇaṁ atipātayati, na pāṇamatipātayato samanuñño hoti. ||| It’s when a mortifier doesn’t kill living creatures, doesn’t get others to kill, and doesn’t approve of killing.
Na adinnaṁ ādiyati, na adinnaṁ ādiyāpeti, na adinnaṁ ādiyato samanuñño hoti. ||| They don’t steal, get others to steal, or approve of stealing.
Na musā bhaṇati, na musā bhaṇāpeti, na musā bhaṇato samanuñño hoti. ||| They don’t lie, get others to lie, or approve of lying.
Na bhāvitamāsīsati, na bhāvitamāsīsāpeti, na bhāvitamāsīsato samanuñño hoti. ||| They don’t expect rewards from their practice, they don’t lead others to expect rewards, and they don’t approve of expecting rewards.
Evaṁ kho, nigrodha, tapassī cātuyāmasaṁvarasaṁvuto hoti. ||| That’s how a mortifier is restrained in the fourfold constraint.
Yato kho, nigrodha, tapassī cātuyāmasaṁvarasaṁvuto hoti, aduṁ cassa hoti tapassitāya. ||| When a mortifier is restrained in the fourfold constraint, that is their mortification.
So abhiharati no hīnāyāvattati. ||| They step forward, not falling back.
So vivittaṁ senāsanaṁ bhajati araññaṁ rukkhamūlaṁ pabbataṁ kandaraṁ giriguhaṁ susānaṁ vanapatthaṁ abbhokāsaṁ palālapuñjaṁ. ||| They frequent a secluded lodging—a wilderness, the root of a tree, a hill, a ravine, a mountain cave, a charnel ground, a forest, the open air, a heap of straw.
So pacchābhattaṁ piṇḍapātapaṭikkanto nisīdati pallaṅkaṁ ābhujitvā ujuṁ kāyaṁ paṇidhāya parimukhaṁ satiṁ upaṭṭhapetvā. ||| After the meal, they return from almsround, sit down cross-legged, set their body straight, and bring mindfulness to the present.
So abhijjhaṁ loke pahāya vigatābhijjhena cetasā viharati, abhijjhāya cittaṁ parisodheti. ||| Giving up covetousness for the world, they meditate with a heart rid of covetousness, cleansing the mind of covetousness.
Byāpādappadosaṁ pahāya abyāpannacitto viharati sabbapāṇabhūtahitānukampī, byāpādappadosā cittaṁ parisodheti. ||| Giving up ill will and malevolence, they meditate with a mind rid of ill will, full of sympathy for all living beings, cleansing the mind of ill will.
Thinamiddhaṁ pahāya vigatathinamiddho viharati ālokasaññī sato sampajāno, thinamiddhā cittaṁ parisodheti. ||| Giving up dullness and drowsiness, they meditate with a mind rid of dullness and drowsiness, perceiving light, mindful and aware, cleansing the mind of dullness and drowsiness.
Uddhaccakukkuccaṁ pahāya anuddhato viharati ajjhattaṁ vūpasantacitto, uddhaccakukkuccā cittaṁ parisodheti. ||| Giving up restlessness and remorse, they meditate without restlessness, their mind peaceful inside, cleansing the mind of restlessness and remorse.
Vicikicchaṁ pahāya tiṇṇavicikiccho viharati akathaṅkathī kusalesu dhammesu, vicikicchāya cittaṁ parisodheti. ||| Giving up doubt, they meditate having gone beyond doubt, not undecided about skillful qualities, cleansing the mind of doubt.
So ime pañca nīvaraṇe pahāya cetaso upakkilese paññāya dubbalīkaraṇe ||| They give up these five hindrances, corruptions of the heart that weaken wisdom.
mettāsahagatena cetasā ekaṁ disaṁ pharitvā viharati. Tathā dutiyaṁ. Tathā tatiyaṁ. Tathā catutthaṁ. Iti uddhamadho tiriyaṁ sabbadhi sabbattatāya sabbāvantaṁ lokaṁ mettāsahagatena cetasā vipulena mahaggatena appamāṇena averena abyāpajjena pharitvā viharati. ||| Then they meditate spreading a heart full of love to one direction, and to the second, and to the third, and to the fourth. In the same way above, below, across, everywhere, all around, they spread a heart full of love to the whole world—abundant, expansive, limitless, free of enmity and ill will.
Karuṇāsahagatena cetasā …pe… ||| They meditate spreading a heart full of compassion …
muditāsahagatena cetasā …pe… ||| They meditate spreading a heart full of rejoicing …
upekkhāsahagatena cetasā ekaṁ disaṁ pharitvā viharati. Tathā dutiyaṁ. Tathā tatiyaṁ. Tathā catutthaṁ. Iti uddhamadho tiriyaṁ sabbadhi sabbattatāya sabbāvantaṁ lokaṁ upekkhāsahagatena cetasā vipulena mahaggatena appamāṇena averena abyāpajjena pharitvā viharati. ||| They meditate spreading a heart full of equanimity to one direction, and to the second, and to the third, and to the fourth. In the same way above, below, across, everywhere, all around, they spread a heart full of equanimity to the whole world—abundant, expansive, limitless, free of enmity and ill will.
Taṁ kiṁ maññasi, nigrodha. ||| What do you think, Nigrodha?
Yadi evaṁ sante tapojigucchā parisuddhā vā hoti aparisuddhā vā”ti? ||| If this is so, is the fervent mortification in disgust of sin purified or not?”
“Addhā kho, bhante, evaṁ sante tapojigucchā parisuddhā hoti no aparisuddhā, aggappattā ca sārappattā cā”ti. ||| “Clearly, sir, it is purified. It has reached the peak and the pith.”
“Na kho, nigrodha, ettāvatā tapojigucchā aggappattā ca hoti sārappattā ca; ||| “No, Nigrodha, at this point the fervent mortification in disgust of sin has not yet reached the peak and the pith.
api ca kho tacappattā hotī”ti. ||| Rather, it has only reached the bark.”
2.4. Parisuddhaphegguppattakathā ||| 2.4. On Reaching the Softwood
“Kittāvatā pana, bhante, tapojigucchā aggappattā ca hoti sārappattā ca? ||| “But at what point, sir, does the fervent mortification in disgust of sin reach the peak and the pith?
Sādhu me, bhante, bhagavā tapojigucchāya aggaññeva pāpetu, sāraññeva pāpetū”ti. ||| Please help me reach the peak and the pith!”
“Idha, nigrodha, tapassī cātuyāmasaṁvarasaṁvuto hoti. ||| “Nigrodha, take a mortifier who is restrained in the fourfold constraint.
Kathañca, nigrodha, tapassī cātuyāmasaṁvarasaṁvuto hoti …pe…
yato kho, nigrodha, tapassī cātuyāmasaṁvarasaṁvuto hoti, aduṁ cassa hoti tapassitāya.
So abhiharati no hīnāyāvattati.
So vivittaṁ senāsanaṁ bhajati …pe…
so ime pañca nīvaraṇe pahāya cetaso upakkilese paññāya dubbalīkaraṇe ||| They give up these five hindrances, corruptions of the heart that weaken wisdom.
mettāsahagatena cetasā …pe… ||| Then they meditate spreading a heart full of love …
karuṇāsahagatena cetasā …pe… ||| compassion …
muditāsahagatena cetasā …pe… ||| rejoicing …
upekkhāsahagatena cetasā vipulena mahaggatena appamāṇena averena abyāpajjena pharitvā viharati. ||| equanimity.
So anekavihitaṁ pubbenivāsaṁ anussarati seyyathidaṁ—ekampi jātiṁ dvepi jātiyo tissopi jātiyo catassopi jātiyo pañcapi jātiyo dasapi jātiyo vīsampi jātiyo tiṁsampi jātiyo cattālīsampi jātiyo paññāsampi jātiyo jātisatampi jātisahassampi jātisatasahassampi anekepi saṁvaṭṭakappe anekepi vivaṭṭakappe anekepi saṁvaṭṭavivaṭṭakappe: ‘amutrāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto amutra udapādiṁ, tatrāpāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto idhūpapanno’ti. Iti sākāraṁ sauddesaṁ anekavihitaṁ pubbenivāsaṁ anussarati. ||| They recollect many kinds of past lives, that is, one, two, three, four, five, ten, twenty, thirty, forty, fifty, a hundred, a thousand, a hundred thousand rebirths; many eons of the world contracting, many eons of the world expanding, many eons of the world contracting and expanding. They remember: ‘There, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn somewhere else. There, too, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn here.’ And so they recollect their many kinds of past lives, with features and details.
Taṁ kiṁ maññasi, nigrodha, ||| What do you think, Nigrodha?
yadi evaṁ sante tapojigucchā parisuddhā vā hoti aparisuddhā vā”ti? ||| If this is so, is the fervent mortification in disgust of sin purified or not?”
“Addhā kho, bhante, evaṁ sante tapojigucchā parisuddhā hoti, no aparisuddhā, aggappattā ca sārappattā cā”ti. ||| “Clearly, sir, it is purified. It has reached the peak and the pith.”
“Na kho, nigrodha, ettāvatā tapojigucchā aggappattā ca hoti sārappattā ca; ||| “No, Nigrodha, at this point the fervent mortification in disgust of sin has not yet reached the peak and the pith.
api ca kho phegguppattā hotī”ti. ||| Rather, it has only reached the softwood.”
3. Parisuddhaaggappattasārappattakathā ||| 3. On Reaching the Heartwood
“Kittāvatā pana, bhante, tapojigucchā aggappattā ca hoti sārappattā ca? ||| “But at what point, sir, does the fervent mortification in disgust of sin reach the peak and the pith?
Sādhu me, bhante, bhagavā tapojigucchāya aggaññeva pāpetu, sāraññeva pāpetū”ti. ||| Please help me reach the peak and the pith!”
“Idha, nigrodha, tapassī cātuyāmasaṁvarasaṁvuto hoti. ||| “Nigrodha, take a mortifier who is restrained in the fourfold constraint.
Kathañca, nigrodha, tapassī cātuyāmasaṁvarasaṁvuto hoti …pe…
yato kho, nigrodha, tapassī cātuyāmasaṁvarasaṁvuto hoti, aduṁ cassa hoti tapassitāya.
So abhiharati no hīnāyāvattati.
So vivittaṁ senāsanaṁ bhajati …pe…
so ime pañca nīvaraṇe pahāya cetaso upakkilese paññāya dubbalīkaraṇe ||| They give up these five hindrances, corruptions of the heart that weaken wisdom.
mettāsahagatena cetasā …pe… ||| Then they meditate spreading a heart full of love …
upekkhāsahagatena cetasā vipulena mahaggatena appamāṇena averena abyāpajjena pharitvā viharati. ||| equanimity …
So anekavihitaṁ pubbenivāsaṁ anussarati. Seyyathidaṁ—ekampi jātiṁ dvepi jātiyo tissopi jātiyo catassopi jātiyo pañcapi jātiyo …pe… iti sākāraṁ sauddesaṁ anekavihitaṁ pubbenivāsaṁ anussarati. ||| They recollect many kinds of past lives, with features and details.
So dibbena cakkhunā visuddhena atikkantamānusakena satte passati cavamāne upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe sugate duggate, yathākammūpage satte pajānāti: ‘ime vata bhonto sattā kāyaduccaritena samannāgatā vacīduccaritena samannāgatā manoduccaritena samannāgatā ariyānaṁ upavādakā micchādiṭṭhikā micchādiṭṭhikammasamādānā. Te kāyassa bhedā paraṁ maraṇā apāyaṁ duggatiṁ vinipātaṁ nirayaṁ upapannā. Ime vā pana bhonto sattā kāyasucaritena samannāgatā vacīsucaritena samannāgatā manosucaritena samannāgatā ariyānaṁ anupavādakā sammādiṭṭhikā sammādiṭṭhikammasamādānā. Te kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapannā’ti. Iti dibbena cakkhunā visuddhena atikkantamānusakena satte passati cavamāne upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe sugate duggate, yathākammūpage satte pajānāti. ||| With clairvoyance that is purified and superhuman, they see sentient beings passing away and being reborn—inferior and superior, beautiful and ugly, in a good place or a bad place. They understand how sentient beings pass on according to their deeds: ‘These dear beings did bad things by way of body, speech, and mind. They denounced the noble ones; they had wrong view; and they chose to act out of that wrong view. When their body breaks up, after death, they’re reborn in a place of loss, a bad place, the underworld, hell. These dear beings, however, did good things by way of body, speech, and mind. They never denounced the noble ones; they had right view; and they chose to act out of that right view. When their body breaks up, after death, they’re reborn in a good place, a heavenly realm.’ And so, with clairvoyance that is purified and superhuman, they see sentient beings passing away and being reborn—inferior and superior, beautiful and ugly, in a good place or a bad place. They understand how sentient beings pass on according to their deeds.
Taṁ kiṁ maññasi, nigrodha, ||| What do you think, Nigrodha?
yadi evaṁ sante tapojigucchā parisuddhā vā hoti aparisuddhā vā”ti? ||| If this is so, is the fervent mortification in disgust of sin purified or not?”
“Addhā kho, bhante, evaṁ sante tapojigucchā parisuddhā hoti no aparisuddhā, aggappattā ca sārappattā cā”ti. ||| “Clearly, sir, it is purified. It has reached the peak and the pith.”
“Ettāvatā kho, nigrodha, tapojigucchā aggappattā ca hoti sārappattā ca. ||| “Nigrodha, at this point the fervent mortification in disgust of sin has reached the peak and the pith.
Iti kho, nigrodha, yaṁ maṁ tvaṁ avacāsi: ||| Nigrodha, remember you said this to me:
‘ko nāma so, bhante, bhagavato dhammo, yena bhagavā sāvake vineti, yena bhagavatā sāvakā vinītā assāsappattā paṭijānanti ajjhāsayaṁ ādibrahmacariyan’ti. ||| ‘Sir, what teaching do you use to guide your disciples, through which they claim solace in the fundamental goal of the spiritual life?’
Iti kho taṁ, nigrodha, ṭhānaṁ uttaritarañca paṇītatarañca, yenāhaṁ sāvake vinemi, yena mayā sāvakā vinītā assāsappattā paṭijānanti ajjhāsayaṁ ādibrahmacariyan”ti. ||| Well, there is something better and finer than this. That’s what I use to guide my disciples, through which they claim solace in the fundamental goal of the spiritual life.”
Evaṁ vutte, te paribbājakā unnādino uccāsaddamahāsaddā ahesuṁ: ||| When he said this, those wanderers made an uproar,
“ettha mayaṁ anassāma sācariyakā, na mayaṁ ito bhiyyo uttaritaraṁ pajānāmā”ti. ||| “In that case, we’re lost, and so is our tradition! We don’t know anything better or finer than that!”
4. Nigrodhassapajjhāyana ||| 4. Nigrodha Feels Depressed
Yadā aññāsi sandhāno gahapati: ||| Then the householder Sandhāna realized,
“aññadatthu kho dānime aññatitthiyā paribbājakā bhagavato bhāsitaṁ sussūsanti, sotaṁ odahanti, aññācittaṁ upaṭṭhāpentī”ti. ||| “Obviously, now these wanderers want to listen to what the Buddha says. They’re actively listening and trying to understand!”
Atha nigrodhaṁ paribbājakaṁ etadavoca: ||| So he said to the wanderer Nigrodha,
“iti kho, bhante nigrodha, yaṁ maṁ tvaṁ avacāsi: ||| “Honorable Nigrodha, remember you said this to me:
‘yagghe, gahapati, jāneyyāsi, kena samaṇo gotamo saddhiṁ sallapati, kena sākacchaṁ samāpajjati, kena paññāveyyattiyaṁ samāpajjati, ||| ‘Surely, householder, you should know better! With whom does the ascetic Gotama converse? With whom does he engage in discussion? With whom does he achieve lucidity of wisdom?
suññāgārahatā samaṇassa gotamassa paññā, aparisāvacaro samaṇo gotamo nālaṁ sallāpāya, so antamantāneva sevati; ||| Staying in empty huts has destroyed the ascetic Gotama’s wisdom. Not frequenting assemblies, he is unable to hold a discussion. He just lurks on the periphery.
seyyathāpi nāma gokāṇā pariyantacārinī antamantāneva sevati. ||| He’s just like a one-eyed cow, circling around and lurking on the periphery.
Evameva suññāgārahatā samaṇassa gotamassa paññā, aparisāvacaro samaṇo gotamo nālaṁ sallāpāya; so antamantāneva sevati;
iṅgha, gahapati, samaṇo gotamo imaṁ parisaṁ āgaccheyya, ekapañheneva naṁ saṁsādeyyāma, tucchakumbhīva naṁ maññe orodheyyāmā’ti. ||| Please, householder, let the ascetic Gotama come to this assembly. I’ll sink him with just one question! I’ll roll him over and wrap him up like a hollow pot!’
Ayaṁ kho so, bhante, bhagavā arahaṁ sammāsambuddho idhānuppatto, aparisāvacaraṁ pana naṁ karotha, gokāṇaṁ pariyantacāriniṁ karotha, ekapañheneva naṁ saṁsādetha, tucchakumbhīva naṁ orodhethā”ti. ||| Now the Blessed One, perfected and fully awakened, has arrived here. Why don’t you send him out of the assembly to the periphery like a one-eyed cow? Why don’t you sink him with just one question? Why don’t you roll him over and wrap him up like a hollow pot?”
Evaṁ vutte, nigrodho paribbājako tuṇhībhūto maṅkubhūto pattakkhandho adhomukho pajjhāyanto appaṭibhāno nisīdi. ||| When he said this, Nigrodha sat silent, dismayed, shoulders drooping, downcast, depressed, with nothing to say.
Atha kho bhagavā nigrodhaṁ paribbājakaṁ tuṇhībhūtaṁ maṅkubhūtaṁ pattakkhandhaṁ adhomukhaṁ pajjhāyantaṁ appaṭibhānaṁ viditvā nigrodhaṁ paribbājakaṁ etadavoca: ||| Knowing this, the Buddha said to him,
“saccaṁ kira, nigrodha, bhāsitā te esā vācā”ti? ||| “Is it really true, Nigrodha—are those your words?”
“Saccaṁ, bhante, bhāsitā me esā vācā, yathābālena yathāmūḷhena yathāakusalenā”ti. ||| “It’s true, sir, those are my words. It was foolish, stupid, and unskillful of me.”
“Taṁ kiṁ maññasi, nigrodha. ||| “What do you think, Nigrodha?
Kinti te sutaṁ paribbājakānaṁ vuḍḍhānaṁ mahallakānaṁ ācariyapācariyānaṁ bhāsamānānaṁ: ||| Have you heard that wanderers of the past who were elderly and senior, the tutors of tutors, said that
‘ye te ahesuṁ atītamaddhānaṁ arahanto sammāsambuddhā, evaṁ su te bhagavanto saṅgamma samāgamma unnādino uccāsaddamahāsaddā anekavihitaṁ tiracchānakathaṁ anuyuttā viharanti. ||| when the perfected ones, the fully awakened Buddhas of the past came together, they made an uproar, a colossal racket as they sat and talked about all kinds of low topics,
Seyyathidaṁ—rājakathaṁ corakathaṁ …pe… itibhavābhavakathaṁ iti vā.
Seyyathāpi tvaṁ etarahi sācariyako. ||| like you do in your tradition these days?
Udāhu, evaṁ su te bhagavanto araññavanapatthāni pantāni senāsanāni paṭisevanti appasaddāni appanigghosāni vijanavātāni manussarāhasseyyakāni paṭisallānasāruppāni, seyyathāpāhaṁ etarahī’”ti. ||| Or did they say that the Buddhas frequented remote lodgings in the wilderness and the forest that are quiet and still, far from the madding crowd, remote from human settlements, and fit for retreat, like I do these days?”
“Sutaṁ metaṁ, bhante. Paribbājakānaṁ vuḍḍhānaṁ mahallakānaṁ ācariyapācariyānaṁ bhāsamānānaṁ: ||| “I have heard that wanderers of the past who were elderly and senior, said that
‘ye te ahesuṁ atītamaddhānaṁ arahanto sammāsambuddhā, na evaṁ su te bhagavanto saṅgamma samāgamma unnādino uccāsaddamahāsaddā anekavihitaṁ tiracchānakathaṁ anuyuttā viharanti. ||| when the perfected ones, the fully awakened Buddhas of the past came together, they didn’t make an uproar,
Seyyathidaṁ—rājakathaṁ corakathaṁ …pe… itibhavābhavakathaṁ iti vā,
seyyathāpāhaṁ etarahi sācariyako. ||| like I do in my tradition these days.
Evaṁ su te bhagavanto araññavanapatthāni pantāni senāsanāni paṭisevanti appasaddāni appanigghosāni vijanavātāni manussarāhasseyyakāni paṭisallānasāruppāni, seyyathāpi bhagavā etarahī’”ti. ||| They said that the Buddhas of the past frequented remote lodgings in the wilderness, like the Buddha does these days.”
“Tassa te, nigrodha, viññussa sato mahallakassa na etadahosi: ||| “Nigrodha, you are a sensible and mature man. Did it not occur to you:
‘buddho so bhagavā bodhāya dhammaṁ deseti, danto so bhagavā damathāya dhammaṁ deseti, santo so bhagavā samathāya dhammaṁ deseti, tiṇṇo so bhagavā taraṇāya dhammaṁ deseti, parinibbuto so bhagavā parinibbānāya dhammaṁ desetī’”ti? ||| ‘The Blessed One is awakened, tamed, serene, crossed over, and quenched. And he teaches Dhamma for awakening, taming, serenity, crossing over, and extinguishment’?”
5. Brahmacariyapariyosānasacchikiriyā ||| 5. The Culmination of the Spiritual Path
Evaṁ vutte, nigrodho paribbājako bhagavantaṁ etadavoca: ||| Nigrodha said,
“accayo maṁ, bhante, accagamā yathābālaṁ yathāmūḷhaṁ yathāakusalaṁ, yvāhaṁ evaṁ bhagavantaṁ avacāsiṁ. ||| “I made a mistake, sir. It was foolish, stupid, and unskillful of me to speak in that way.
Tassa me, bhante, bhagavā accayaṁ accayato paṭiggaṇhātu āyatiṁ saṁvarāyā”ti. ||| Please, sir, accept my mistake for what it is, so I will restrain myself in future.”
“Taggha tvaṁ, nigrodha, accayo accagamā yathābālaṁ yathāmūḷhaṁ yathāakusalaṁ, yo maṁ tvaṁ evaṁ avacāsi. ||| “Indeed, Nigrodha, you made a mistake. It was foolish, stupid, and unskillful of you to speak in that way.
Yato ca kho tvaṁ, nigrodha, accayaṁ accayato disvā yathādhammaṁ paṭikarosi, taṁ te mayaṁ paṭiggaṇhāma. ||| But since you have recognized your mistake for what it is, and have dealt with it properly, I accept it.
Vuddhi hesā, nigrodha, ariyassa vinaye, yo accayaṁ accayato disvā yathādhammaṁ paṭikaroti āyatiṁ saṁvaraṁ āpajjati. ||| For it is growth in the training of the Noble One to recognize a mistake for what it is, deal with it properly, and commit to restraint in the future.
Ahaṁ kho pana, nigrodha, evaṁ vadāmi: ||| Nigrodha, this is what I say:
‘Etu viññū puriso asaṭho amāyāvī ujujātiko, ahamanusāsāmi ahaṁ dhammaṁ desemi. ||| Let a sensible person come—neither devious nor deceitful, a person of integrity. I teach and instruct them.
Yathānusiṭṭhaṁ tathā paṭipajjamāno—yassatthāya kulaputtā sammadeva agārasmā anagāriyaṁ pabbajanti, tadanuttaraṁ—brahmacariyapariyosānaṁ diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharissati sattavassāni. ||| By practicing as instructed they will realize the supreme end of the spiritual path in this very life, in seven years. They will live having achieved with their own insight the goal for which gentlemen rightly go forth from the lay life to homelessness.
Tiṭṭhantu, nigrodha, satta vassāni. ||| Let alone seven years.
Etu viññū puriso asaṭho amāyāvī ujujātiko, ahamanusāsāmi ahaṁ dhammaṁ desemi. ||| Let a sensible person come—neither devious nor deceitful, a person of integrity. I teach and instruct them.
Yathānusiṭṭhaṁ tathā paṭipajjamāno—yassatthāya kulaputtā sammadeva agārasmā anagāriyaṁ pabbajanti, tadanuttaraṁ—brahmacariyapariyosānaṁ diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharissati cha vassāni. ||| By practicing as instructed they will realize the supreme end of the spiritual path in this very life, in six years …
Pañca vassāni … ||| five years …
cattāri vassāni … ||| four years …
tīṇi vassāni … ||| three years …
dve vassāni … ||| two years …
ekaṁ vassaṁ. ||| one year …
Tiṭṭhatu, nigrodha, ekaṁ vassaṁ.
Etu viññū puriso asaṭho amāyāvī ujujātiko ahamanusāsāmi ahaṁ dhammaṁ desemi.
