Dīgha Nikāya 5 ||| Long Discourses 5
Tena hi bhavaṁ rājā ye bhoto rañño janapade ussahanti kasigorakkhe, tesaṁ bhavaṁ rājā bījabhattaṁ anuppadetu. ||| So let the king provide seed and fodder for those in the realm who work in growing crops and raising cattle.
Ye bhoto rañño janapade ussahanti vāṇijjāya, tesaṁ bhavaṁ rājā pābhataṁ anuppadetu. ||| Let the king provide funding for those who work in trade.
Ye bhoto rañño janapade ussahanti rājaporise, tesaṁ bhavaṁ rājā bhattavetanaṁ pakappetu. ||| Let the king guarantee food and wages for those in government service.
Te ca manussā sakammapasutā rañño janapadaṁ na viheṭhessanti; ||| Then the people, occupied with their own work, will not harass the realm.
mahā ca rañño rāsiko bhavissati. ||| The king’s revenues will be great.
Khemaṭṭhitā janapadā akaṇṭakā anuppīḷā. Manussā mudā modamānā ure putte naccentā apārutagharā maññe viharissantī’ti. ||| When the country is secured as a sanctuary, free of being harried and oppressed, the happy people, with joy in their hearts, dancing with children at their breast, will dwell as if their houses were wide open.’
‘Evaṁ, bho’ti kho, brāhmaṇa, rājā mahāvijito purohitassa brāhmaṇassa paṭissutvā ye rañño janapade ussahiṁsu kasigorakkhe, tesaṁ rājā mahāvijito bījabhattaṁ anuppadāsi. ||| The king agreed with the high priest’s advice and followed his recommendation.
Ye ca rañño janapade ussahiṁsu vāṇijjāya, tesaṁ rājā mahāvijito pābhataṁ anuppadāsi.
Ye ca rañño janapade ussahiṁsu rājaporise, tesaṁ rājā mahāvijito bhattavetanaṁ pakappesi.
Te ca manussā sakammapasutā rañño janapadaṁ na viheṭhiṁsu, mahā ca rañño rāsiko ahosi.
Khemaṭṭhitā janapadā akaṇṭakā anuppīḷā manussā mudā modamānā ure putte naccentā apārutagharā maññe vihariṁsu.
Atha kho, brāhmaṇa, rājā mahāvijito purohitaṁ brāhmaṇaṁ āmantetvā etadavoca: ||| Then the king summoned the brahmin high priest and said to him:
‘samūhato kho me bhoto dassukhīlo, bhoto saṁvidhānaṁ āgamma mahā ca me rāsiko. ||| ‘I have eradicated the plague of savages. And relying on your plan my revenue is now great.
Khemaṭṭhitā janapadā akaṇṭakā anuppīḷā manussā mudā modamānā ure putte naccentā apārutagharā maññe viharanti. ||| Since the country is secured as a sanctuary, free of being harried and oppressed, the happy people, with joy in their hearts, dancing with children at their breast, dwell as if their houses were wide open.
Icchāmahaṁ brāhmaṇa mahāyaññaṁ yajituṁ. ||| Brahmin, I wish to perform a great sacrifice.
Anusāsatu maṁ bhavaṁ yaṁ mama assa dīgharattaṁ hitāya sukhāyā’ti. ||| Please instruct me. It will be for my lasting welfare and happiness.’
4.1. Catuparikkhāra ||| 4.1. The Four Accessories
Tena hi bhavaṁ rājā ye bhoto rañño janapade khattiyā ānuyantā negamā ceva jānapadā ca te bhavaṁ rājā āmantayataṁ: ‘icchāmahaṁ, bho, mahāyaññaṁ yajituṁ, anujānantu me bhavanto yaṁ mama assa dīgharattaṁ hitāya sukhāyā’ti. Ye bhoto rañño janapade amaccā pārisajjā negamā ceva jānapadā ca …pe… brāhmaṇamahāsālā negamā ceva jānapadā ca …pe… gahapatinecayikā negamā ceva jānapadā ca, te bhavaṁ rājā āmantayataṁ: ||| ‘In that case, let the king announce this throughout the realm to the aristocrat vassals of both town and country; the ministers and councillors of both town and country; the well-to-do brahmins of both town and country; and the well-off householders of both town and country.
‘icchāmahaṁ, bho, mahāyaññaṁ yajituṁ, anujānantu me bhavanto yaṁ mama assa dīgharattaṁ hitāya sukhāyā’ti. ||| “I wish to perform a great sacrifice. Please grant your approval, good fellows; it will be for my lasting welfare and happiness.”
‘Evaṁ, bho’ti kho, brāhmaṇa, rājā mahāvijito purohitassa brāhmaṇassa paṭissutvā ye rañño janapade khattiyā ānuyantā negamā ceva jānapadā ca, te rājā mahāvijito āmantesi: ||| The king agreed with the high priest’s advice and followed his recommendation.
‘icchāmahaṁ, bho, mahāyaññaṁ yajituṁ, anujānantu me bhavanto yaṁ mama assa dīgharattaṁ hitāya sukhāyā’ti. ||| And all of the people who were thus informed responded by saying:
‘Yajataṁ bhavaṁ rājā yaññaṁ, yaññakālo, mahārājā’ti. ||| ‘May the king perform a sacrifice! It is time for a sacrifice, great king.’
Ye rañño janapade amaccā pārisajjā negamā ceva jānapadā ca …pe… brāhmaṇamahāsālā negamā ceva jānapadā ca …pe… gahapatinecayikā negamā ceva jānapadā ca, te rājā mahāvijito āmantesi:
‘icchāmahaṁ, bho, mahāyaññaṁ yajituṁ. Anujānantu me bhavanto yaṁ mama assa dīgharattaṁ hitāya sukhāyā’ti.
‘Yajataṁ bhavaṁ rājā yaññaṁ, yaññakālo, mahārājā’ti.
Itime cattāro anumatipakkhā tasseva yaññassa parikkhārā bhavanti. ||| And so these four consenting factions became accessories to the sacrifice.
4.2. Aṭṭhaparikkhāra ||| 4.2. The Eight Accessories
Rājā mahāvijito aṭṭhahaṅgehi samannāgato— ||| King Mahāvijita possessed eight factors.
ubhato sujāto mātito ca pitito ca saṁsuddhagahaṇiko yāva sattamā pitāmahayugā akkhitto anupakkuṭṭho jātivādena; ||| He was well born on both his mother’s and father’s side, of pure descent, with irrefutable and impeccable genealogy back to the seventh paternal generation.
abhirūpo dassanīyo pāsādiko paramāya vaṇṇapokkharatāya samannāgato brahmavaṇṇī brahmavacchasī akhuddāvakāso dassanāya; ||| He was attractive, good-looking, lovely, of surpassing beauty. He had divine looks and lustre, remarkable to behold.
aḍḍho mahaddhano mahābhogo pahūtajātarūparajato pahūtavittūpakaraṇo pahūtadhanadhañño paripuṇṇakosakoṭṭhāgāro; ||| He was rich, affluent, and wealthy, with lots of gold and silver, lots of property and assets, lots of money and grain, and a full treasury and storehouses.
balavā caturaṅginiyā senāya samannāgato assavāya ovādapaṭikarāya sahati maññe paccatthike yasasā; ||| He was powerful, having an army of four divisions that was obedient and carried out instructions. He’d probably prevail over his enemies just with his reputation.
saddho dāyako dānapati anāvaṭadvāro samaṇabrāhmaṇakapaṇaddhikavaṇibbakayācakānaṁ opānabhūto puññāni karoti; ||| He was faithful, generous, a donor, his door always open. He was a well-spring of support, making merit with ascetics and brahmins, for paupers, vagrants, supplicants, and beggars.
bahussuto tassa tassa sutajātassa, tassa tasseva kho pana bhāsitassa atthaṁ jānāti: ||| He was very learned in diverse fields of learning. He understood the meaning of diverse statements, saying:
‘ayaṁ imassa bhāsitassa attho ayaṁ imassa bhāsitassa attho’ti; ||| ‘This is what that statement means; that is what this statement means.’
paṇḍito, viyatto, medhāvī, paṭibalo, atītānāgatapaccuppanne atthe cintetuṁ. ||| He was astute, competent, and intelligent, able to think issues through as they bear upon the past, future, and present.
Rājā mahāvijito imehi aṭṭhahaṅgehi samannāgato. ||| These are the eight factors that King Mahāvijita possessed.
Iti imānipi aṭṭhaṅgāni tasseva yaññassa parikkhārā bhavanti. ||| And so these eight factors also became accessories to the sacrifice.
4.3. Catuparikkhāra ||| 4.3. Four More Accessories
Purohito brāhmaṇo catūhaṅgehi samannāgato, ||| And the brahmin high priest had four factors.
ubhato sujāto mātito ca pitito ca saṁsuddhagahaṇiko yāva sattamā pitāmahayugā akkhitto anupakkuṭṭho jātivādena; ||| He was well born on both his mother’s and father’s side, of pure descent, with irrefutable and impeccable genealogy back to the seventh paternal generation.
ajjhāyako mantadharo tiṇṇaṁ vedānaṁ pāragū sanighaṇḍukeṭubhānaṁ sākkharappabhedānaṁ itihāsapañcamānaṁ padako veyyākaraṇo lokāyatamahāpurisalakkhaṇesu anavayo; ||| He recited and remembered the hymns, and had mastered the three Vedas, together with their vocabularies and ritual performance, their phonology and word classification, and the testaments as fifth. He knew them word-by-word, and their grammar. He was well versed in cosmology and the marks of a great man.
sīlavā vuddhasīlī vuddhasīlena samannāgato; ||| He was ethical, mature in ethical conduct.
paṇḍito viyatto medhāvī paṭhamo vā dutiyo vā sujaṁ paggaṇhantānaṁ. ||| He was astute and clever, being the first or second to hold the sacrificial ladle.
Purohito brāhmaṇo imehi catūhaṅgehi samannāgato. ||| These are the four factors that the brahmin high priest possessed.
Iti imānipi cattāri aṅgāni tasseva yaññassa parikkhārā bhavanti. ||| And so these four factors also became accessories to the sacrifice.
4.4. Tissovidhā ||| 4.4. The Three Modes
Atha kho, brāhmaṇa, purohito brāhmaṇo rañño mahāvijitassa pubbeva yaññā tisso vidhā desesi. ||| Next, before the sacrifice, the brahmin high priest taught the three modes to the king.
Siyā kho pana bhoto rañño mahāyaññaṁ yiṭṭhukāmassa kocideva vippaṭisāro: ||| ‘Now, though the king wants to perform a great sacrifice, he might have certain regrets, thinking:
‘“mahā vata me bhogakkhandho vigacchissatī”ti, so bhotā raññā vippaṭisāro na karaṇīyo. ||| “I shall lose a great fortune,” or
Siyā kho pana bhoto rañño mahāyaññaṁ yajamānassa kocideva vippaṭisāro:
“mahā vata me bhogakkhandho vigacchatī”ti, so bhotā raññā vippaṭisāro na karaṇīyo. ||| “I am losing a great fortune,” or
Siyā kho pana bhoto rañño mahāyaññaṁ yiṭṭhassa kocideva vippaṭisāro:
“mahā vata me bhogakkhandho vigato”ti, so bhotā raññā vippaṭisāro na karaṇīyo’ti. ||| “I have lost a great fortune.” But the king should not harbor such regrets.’
Imā kho, brāhmaṇa, purohito brāhmaṇo rañño mahāvijitassa pubbeva yaññā tisso vidhā desesi. ||| These are the three modes that the brahmin high priest taught to the king before the sacrifice.
4.5. Dasaākāra ||| 4.5. The Ten Respects
Atha kho, brāhmaṇa, purohito brāhmaṇo rañño mahāvijitassa pubbeva yaññā dasahākārehi paṭiggāhakesu vippaṭisāraṁ paṭivinesi. ||| Next, before the sacrifice, the brahmin high priest dispelled the king’s regret regarding the recipients in ten respects:
‘Āgamissanti kho bhoto yaññaṁ pāṇātipātinopi pāṇātipātā paṭiviratāpi. ||| ‘There will come to the sacrifice those who kill living creatures and those who refrain from killing living creatures.
Ye tattha pāṇātipātino, tesaññeva tena. ||| As to those who kill living creatures, the outcome of that is theirs alone.
Ye tattha pāṇātipātā paṭiviratā, te ārabbha yajataṁ bhavaṁ, sajjataṁ bhavaṁ, modataṁ bhavaṁ, cittameva bhavaṁ antaraṁ pasādetu. ||| But as to those who refrain from killing living creatures, it is for their sakes that the king should sacrifice, relinquish, rejoice, and gain confidence in his heart.
Āgamissanti kho bhoto yaññaṁ adinnādāyinopi adinnādānā paṭiviratāpi …pe… ||| There will come to the sacrifice those who steal …
kāmesu micchācārinopi kāmesumicchācārā paṭiviratāpi … ||| commit sexual misconduct …
musāvādinopi musāvādā paṭiviratāpi … ||| lie …
pisuṇavācinopi pisuṇāya vācāya paṭiviratāpi … ||| use backbiting …
pharusavācinopi pharusāya vācāya paṭiviratāpi … ||| use harsh speech …
samphappalāpinopi samphappalāpā paṭiviratāpi … ||| talk nonsense …
abhijjhālunopi anabhijjhālunopi … ||| are covetous …
byāpannacittāpi abyāpannacittāpi … ||| have ill will …
micchādiṭṭhikāpi sammādiṭṭhikāpi …. ||| have wrong view and those who have right view.
Ye tattha micchādiṭṭhikā, tesaññeva tena. ||| As to those who have wrong view, the outcome of that is theirs alone.
Ye tattha sammādiṭṭhikā, te ārabbha yajataṁ bhavaṁ, sajjataṁ bhavaṁ, modataṁ bhavaṁ, cittameva bhavaṁ antaraṁ pasādetū’ti. ||| But as to those who have right view, it is for their sakes that the king should sacrifice, relinquish, rejoice, and gain confidence in his heart.’
Imehi kho, brāhmaṇa, purohito brāhmaṇo rañño mahāvijitassa pubbeva yaññā dasahākārehi paṭiggāhakesu vippaṭisāraṁ paṭivinesi. ||| These are the ten respects in which the high priest dispelled the king’s regret regarding the recipients before the sacrifice.
4.6. Soḷasākāra ||| 4.6. The Sixteen Respects
Atha kho, brāhmaṇa, purohito brāhmaṇo rañño mahāvijitassa mahāyaññaṁ yajamānassa soḷasahākārehi cittaṁ sandassesi samādapesi samuttejesi sampahaṁsesi ||| Next, while the king was performing the great sacrifice, the brahmin high priest educated, encouraged, fired up, and inspired the king’s mind in sixteen respects:
siyā kho pana bhoto rañño mahāyaññaṁ yajamānassa kocideva vattā: ||| ‘Now, while the king is performing the great sacrifice, someone might say,
‘rājā kho mahāvijito mahāyaññaṁ yajati, no ca kho tassa āmantitā khattiyā ānuyantā negamā ceva jānapadā ca; ||| “King Mahāvijita performs a great sacrifice, but he did not announce it to the aristocrat vassals of town and country.
atha ca pana bhavaṁ rājā evarūpaṁ mahāyaññaṁ yajatī’ti. ||| That’s the kind of great sacrifice that this king performs.”
Evampi bhoto rañño vattā dhammato natthi. ||| Those who speak against the king in this way have no legitimacy.
Bhotā kho pana raññā āmantitā khattiyā ānuyantā negamā ceva jānapadā ca. ||| For the king did indeed announce it to the aristocrat vassals of town and country.
Imināpetaṁ bhavaṁ rājā jānātu, yajataṁ bhavaṁ, sajjataṁ bhavaṁ, modataṁ bhavaṁ, cittameva bhavaṁ antaraṁ pasādetu. ||| Let the king know this as a reason to sacrifice, relinquish, rejoice, and gain confidence in his heart.
Siyā kho pana bhoto rañño mahāyaññaṁ yajamānassa kocideva vattā: ||| While the king is performing the great sacrifice, someone might say,
‘rājā kho mahāvijito mahāyaññaṁ yajati, no ca kho tassa āmantitā amaccā pārisajjā negamā ceva jānapadā ca …pe… brāhmaṇamahāsālā negamā ceva jānapadā ca …pe… gahapatinecayikā negamā ceva jānapadā ca, atha ca pana bhavaṁ rājā evarūpaṁ mahāyaññaṁ yajatī’ti. ||| “King Mahāvijita performs a great sacrifice, but he did not announce it to the aristocrat vassals; the ministers and councillors; the well-to-do brahmins; and the well-off householders. That’s the kind of great sacrifice that this king performs.”
Evampi bhoto rañño vattā dhammato natthi. ||| Those who speak against the king in this way have no legitimacy.
Bhotā kho pana raññā āmantitā gahapatinecayikā negamā ceva jānapadā ca. ||| For the king did indeed announce it to all these people.
Imināpetaṁ bhavaṁ rājā jānātu, yajataṁ bhavaṁ, sajjataṁ bhavaṁ, modataṁ bhavaṁ, cittameva bhavaṁ antaraṁ pasādetu. ||| Let the king know this too as a reason to sacrifice, relinquish, rejoice, and gain confidence in his heart.
Siyā kho pana bhoto rañño mahāyaññaṁ yajamānassa kocideva vattā: ||| While the king is performing the great sacrifice, someone might say
‘rājā kho mahāvijito mahāyaññaṁ yajati, no ca kho ubhato sujāto mātito ca pitito ca saṁsuddhagahaṇiko yāva sattamā pitāmahayugā akkhitto anupakkuṭṭho jātivādena, atha ca pana bhavaṁ rājā evarūpaṁ mahāyaññaṁ yajatī’ti. ||| that he does not possess the eight factors.
Evampi bhoto rañño vattā dhammato natthi.
Bhavaṁ kho pana rājā ubhato sujāto mātito ca pitito ca saṁsuddhagahaṇiko yāva sattamā pitāmahayugā akkhitto anupakkuṭṭho jātivādena.
Imināpetaṁ bhavaṁ rājā jānātu, yajataṁ bhavaṁ, sajjataṁ bhavaṁ, modataṁ bhavaṁ, cittameva bhavaṁ antaraṁ pasādetu.
Siyā kho pana bhoto rañño mahāyaññaṁ yajamānassa kocideva vattā:
‘rājā kho mahāvijito mahāyaññaṁ yajati no ca kho abhirūpo dassanīyo pāsādiko paramāya vaṇṇapokkharatāya samannāgato brahmavaṇṇī brahmavacchasī akhuddāvakāso dassanāya …pe…
no ca kho aḍḍho mahaddhano mahābhogo pahūtajātarūparajato pahūtavittūpakaraṇo pahūtadhanadhañño paripuṇṇakosakoṭṭhāgāro …pe…
no ca kho balavā caturaṅginiyā senāya samannāgato assavāya ovādapaṭikarāya sahati maññe paccatthike yasasā …pe…
no ca kho saddho dāyako dānapati anāvaṭadvāro samaṇabrāhmaṇakapaṇaddhikavaṇibbakayācakānaṁ opānabhūto puññāni karoti …pe…
no ca kho bahussuto tassa tassa sutajātassa …pe…
no ca kho tassa tasseva kho pana bhāsitassa atthaṁ jānāti:
“ayaṁ imassa bhāsitassa attho, ayaṁ imassa bhāsitassa attho”ti …pe…
no ca kho paṇḍito viyatto medhāvī paṭibalo atītānāgatapaccuppanne atthe cintetuṁ, atha ca pana bhavaṁ rājā evarūpaṁ mahāyaññaṁ yajatī’ti.
Evampi bhoto rañño vattā dhammato natthi. ||| Those who speak against the king in this way have no legitimacy.
Bhavaṁ kho pana rājā paṇḍito viyatto medhāvī paṭibalo atītānāgatapaccuppanne atthe cintetuṁ. ||| For the king does indeed possess the eight factors.
Imināpetaṁ bhavaṁ rājā jānātu, yajataṁ bhavaṁ, sajjataṁ bhavaṁ, modataṁ bhavaṁ, cittameva bhavaṁ antaraṁ pasādetu. ||| Let the king know this too as a reason to sacrifice, relinquish, rejoice, and gain confidence in his heart.
Siyā kho pana bhoto rañño mahāyaññaṁ yajamānassa kocideva vattā: ||| While the king is performing the great sacrifice, someone might say
‘rājā kho mahāvijito mahāyaññaṁ yajati. ||| that the high priest does not possess the four factors.
No ca khvassa purohito brāhmaṇo ubhato sujāto mātito ca pitito ca saṁsuddhagahaṇiko yāva sattamā pitāmahayugā akkhitto anupakkuṭṭho jātivādena;
atha ca pana bhavaṁ rājā evarūpaṁ mahāyaññaṁ yajatī’ti.
Evampi bhoto rañño vattā dhammato natthi.
Bhoto kho pana rañño purohito brāhmaṇo ubhato sujāto mātito ca pitito ca saṁsuddhagahaṇiko yāva sattamā pitāmahayugā akkhitto anupakkuṭṭho jātivādena.
Imināpetaṁ bhavaṁ rājā jānātu, yajataṁ bhavaṁ, sajjataṁ bhavaṁ, modataṁ bhavaṁ, cittameva bhavaṁ antaraṁ pasādetu.
Siyā kho pana bhoto rañño mahāyaññaṁ yajamānassa kocideva vattā:
‘rājā kho mahāvijito mahāyaññaṁ yajati.
No ca khvassa purohito brāhmaṇo ajjhāyako mantadharo tiṇṇaṁ vedānaṁ pāragū sanighaṇḍukeṭubhānaṁ sākkharappabhedānaṁ itihāsapañcamānaṁ padako veyyākaraṇo lokāyatamahāpurisalakkhaṇesu anavayo …pe…
no ca khvassa purohito brāhmaṇo sīlavā vuddhasīlī vuddhasīlena samannāgato …pe…
no ca khvassa purohito brāhmaṇo paṇḍito viyatto medhāvī paṭhamo vā dutiyo vā sujaṁ paggaṇhantānaṁ, atha ca pana bhavaṁ rājā evarūpaṁ mahāyaññaṁ yajatī’ti.
Evampi bhoto rañño vattā dhammato natthi. ||| Those who speak against the king in this way have no legitimacy.
Bhoto kho pana rañño purohito brāhmaṇo paṇḍito viyatto medhāvī paṭhamo vā dutiyo vā sujaṁ paggaṇhantānaṁ. ||| For the high priest does indeed possess the four factors.
Imināpetaṁ bhavaṁ rājā jānātu, yajataṁ bhavaṁ, sajjataṁ bhavaṁ, modataṁ bhavaṁ, cittameva bhavaṁ antaraṁ pasādetūti. ||| Let the king know this too as a reason to sacrifice, relinquish, rejoice, and gain confidence in his heart.’
Imehi kho, brāhmaṇa, purohito brāhmaṇo rañño mahāvijitassa mahāyaññaṁ yajamānassa soḷasahi ākārehi cittaṁ sandassesi samādapesi samuttejesi sampahaṁsesi. ||| These are the sixteen respects in which the high priest educated, encouraged, fired up, and inspired the king’s mind while he was performing the sacrifice.
Tasmiṁ kho, brāhmaṇa, yaññe neva gāvo haññiṁsu, na ajeḷakā haññiṁsu, na kukkuṭasūkarā haññiṁsu, na vividhā pāṇā saṅghātaṁ āpajjiṁsu, na rukkhā chijjiṁsu yūpatthāya, na dabbhā lūyiṁsu barihisatthāya. ||| And brahmin, in that sacrifice no cattle were killed, no goats or sheep were killed, and no chickens or pigs were killed. There was no slaughter of various kinds of creatures. No trees were felled for the sacrificial post. No grass was reaped to strew over the place of sacrifice.
Yepissa ahesuṁ dāsāti vā pessāti vā kammakarāti vā, tepi na daṇḍatajjitā na bhayatajjitā na assumukhā rudamānā parikammāni akaṁsu. ||| No bondservants, servants, or workers did their jobs under threat of punishment and danger, weeping with tearful faces.
Atha kho ye icchiṁsu, te akaṁsu, ye na icchiṁsu, na te akaṁsu; ||| Those who wished to work did so, while those who did not wish to did not.
yaṁ icchiṁsu, taṁ akaṁsu, yaṁ na icchiṁsu, na taṁ akaṁsu. ||| They did the work they wanted to, and did not do what they didn’t want to.
Sappitelanavanītadadhimadhuphāṇitena ceva so yañño niṭṭhānamagamāsi. ||| The sacrifice was completed with just ghee, oil, butter, curds, honey, and molasses.
Atha kho, brāhmaṇa, khattiyā ānuyantā negamā ceva jānapadā ca, amaccā pārisajjā negamā ceva jānapadā ca, brāhmaṇamahāsālā negamā ceva jānapadā ca, gahapatinecayikā negamā ceva jānapadā ca pahūtaṁ sāpateyyaṁ ādāya rājānaṁ mahāvijitaṁ upasaṅkamitvā evamāhaṁsu: ||| Then the aristocrat vassals, ministers and councillors, well-to-do brahmins, and well-off householders came to the king bringing abundant wealth and said,
‘idaṁ, deva, pahūtaṁ sāpateyyaṁ devaññeva uddissābhataṁ, taṁ devo paṭiggaṇhātū’ti. ||| ‘Sire, this abundant wealth is specially for you alone; may Your Highness accept it!’
‘Alaṁ, bho, mamāpidaṁ pahūtaṁ sāpateyyaṁ dhammikena balinā abhisaṅkhataṁ; ||| ‘There’s enough raised for me through regular taxes. Let this be for you; and here, take even more!’
tañca vo hotu, ito ca bhiyyo harathā’ti.
Te raññā paṭikkhittā ekamantaṁ apakkamma evaṁ samacintesuṁ: ||| When the king turned them down, they withdrew to one side to think up a plan,
‘na kho etaṁ amhākaṁ patirūpaṁ, yaṁ mayaṁ imāni sāpateyyāni punadeva sakāni gharāni paṭihareyyāma. ||| ‘It wouldn’t be proper for us to take this abundant wealth back to our own homes.
Rājā kho mahāvijito mahāyaññaṁ yajati, handassa mayaṁ anuyāgino homā’ti. ||| King Mahāvijita is performing a great sacrifice. Let us make an offering as an auxiliary sacrifice.’
Atha kho, brāhmaṇa, puratthimena yaññavāṭassa khattiyā ānuyantā negamā ceva jānapadā ca dānāni paṭṭhapesuṁ. ||| Then the aristocrat vassals of town and country set up gifts to the east of the sacrificial enclosure.
Dakkhiṇena yaññavāṭassa amaccā pārisajjā negamā ceva jānapadā ca dānāni paṭṭhapesuṁ. ||| The ministers and councillors of town and country set up gifts to the south of the sacrificial enclosure.
Pacchimena yaññavāṭassa brāhmaṇamahāsālā negamā ceva jānapadā ca dānāni paṭṭhapesuṁ. ||| The well-to-do brahmins of town and country set up gifts to the west of the sacrificial enclosure.
Uttarena yaññavāṭassa gahapatinecayikā negamā ceva jānapadā ca dānāni paṭṭhapesuṁ. ||| The well-off householders of town and country set up gifts to the north of the sacrificial enclosure.
Tesupi kho, brāhmaṇa, yaññesu neva gāvo haññiṁsu, na ajeḷakā haññiṁsu, na kukkuṭasūkarā haññiṁsu, na vividhā pāṇā saṅghātaṁ āpajjiṁsu, na rukkhā chijjiṁsu yūpatthāya, na dabbhā lūyiṁsu barihisatthāya. ||| And brahmin, in that sacrifice too no cattle were killed, no goats were killed, and no chickens or pigs were killed. There was no slaughter of various kinds of creatures. No trees were felled for the sacrificial post. No grass was reaped to strew over the place of sacrifice.
Yepi nesaṁ ahesuṁ dāsāti vā pessāti vā kammakarāti vā, tepi na daṇḍatajjitā na bhayatajjitā na assumukhā rudamānā parikammāni akaṁsu. ||| No bondservants, servants, or workers did their jobs under threat of punishment and danger, weeping with tearful faces.
Atha kho ye icchiṁsu, te akaṁsu, ye na icchiṁsu, na te akaṁsu; ||| Those who wished to work did so, while those who did not wish to did not.
yaṁ icchiṁsu, taṁ akaṁsu, yaṁ na icchiṁsu na taṁ akaṁsu. ||| They did the work they wanted to, and did not do what they didn’t want to.
Sappitelanavanītadadhimadhuphāṇitena ceva te yaññā niṭṭhānamagamaṁsu. ||| The sacrifice was completed with just ghee, oil, butter, curds, honey, and molasses.
Iti cattāro ca anumatipakkhā, rājā mahāvijito aṭṭhahaṅgehi samannāgato, purohito brāhmaṇo catūhaṅgehi samannāgato; ||| And so there were four consenting factions, eight factors possessed by King Mahāvijita, four factors possessed by the high priest,
tisso ca vidhā. ||| and three modes.
Ayaṁ vuccati, brāhmaṇa, tividhā yaññasampadā soḷasaparikkhārā”ti. ||| Brahmin, this is called the sacrifice accomplished with three modes and sixteen accessories.”
Evaṁ vutte, te brāhmaṇā unnādino uccāsaddamahāsaddā ahesuṁ: ||| When he said this, those brahmins made an uproar,
“aho yañño, aho yaññasampadā”ti. ||| “Hooray for such sacrifice! Hooray for the accomplishment of such sacrifice!”
Kūṭadanto pana brāhmaṇo tūṇhībhūtova nisinno hoti. ||| But the brahmin Kūṭadanta sat in silence.
Atha kho te brāhmaṇā kūṭadantaṁ brāhmaṇaṁ etadavocuṁ: ||| So those brahmins said to him,
“kasmā pana bhavaṁ kūṭadanto samaṇassa gotamassa subhāsitaṁ subhāsitato nābbhanumodatī”ti? ||| “How can you not applaud the ascetic Gotama’s fine words?”
“Nāhaṁ, bho, samaṇassa gotamassa subhāsitaṁ subhāsitato nābbhanumodāmi. ||| “It’s not that I don’t applaud what he said.
Muddhāpi tassa vipateyya, yo samaṇassa gotamassa subhāsitaṁ subhāsitato nābbhanumodeyya. ||| If anyone didn’t applaud such fine words, their head would explode!
Api ca me, bho, evaṁ hoti— ||| But, gentlemen, it occurs to me that
samaṇo gotamo na evamāha: ||| the ascetic Gotama does not say:
‘evaṁ me sutan’ti vā ‘evaṁ arahati bhavitun’ti vā; ||| ‘So I have heard’ or ‘It ought to be like this.’
api ca samaṇo gotamo: ||| Rather, he just says:
‘evaṁ tadā āsi, itthaṁ tadā āsi’ tveva bhāsati. ||| ‘So it was then, this is how it was then.’
Tassa mayhaṁ bho evaṁ hoti: ||| It occurs to me that
‘addhā samaṇo gotamo tena samayena rājā vā ahosi mahāvijito yaññassāmi purohito vā brāhmaṇo tassa yaññassa yājetā’ti. ||| the ascetic Gotama at that time must have been King Mahāvijita, the owner of the sacrifice, or else the brahmin high priest who facilitated the sacrifice for him.
Abhijānāti pana bhavaṁ gotamo evarūpaṁ yaññaṁ yajitvā vā yājetvā vā kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapajjitā”ti? ||| Does the worthy Gotama recall having performed such a sacrifice, or having facilitated it, and then, when his body broke up, after death, being reborn in a good place, a heavenly realm?”
“Abhijānāmahaṁ, brāhmaṇa, evarūpaṁ yaññaṁ yajitvā vā yājetvā vā kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapajjitā, ahaṁ tena samayena purohito brāhmaṇo ahosiṁ tassa yaññassa yājetā”ti. ||| “I do recall that, brahmin. For I myself was the brahmin high priest at that time who facilitated the sacrifice.”
5. Niccadānaanukulayañña ||| 5. A Regular Gift as an Propitious Sacrifice.
“Atthi pana, bho gotama, añño yañño imāya tividhāya yaññasampadāya soḷasaparikkhārāya appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti? ||| “But Mister Gotama, apart from that sacrifice accomplished with three modes and sixteen accessories, is there any other sacrifice that has fewer obligations and undertakings, yet is more fruitful and beneficial?”
“Atthi kho, brāhmaṇa, añño yañño imāya tividhāya yaññasampadāya soḷasaparikkhārāya appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti. ||| “There is, brahmin.”
“Katamo pana so, bho gotama, yañño imāya tividhāya yaññasampadāya soḷasaparikkhārāya appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti? ||| “But what is it?”
“Yāni kho pana tāni, brāhmaṇa, niccadānāni anukulayaññāni sīlavante pabbajite uddissa diyyanti; ||| “The regular gifts as propitious sacrifice given specially to ethical renunciates;
ayaṁ kho, brāhmaṇa, yañño imāya tividhāya yaññasampadāya soḷasaparikkhārāya appaṭṭhataro ca appasamārambhataro ca mahapphalataro ca mahānisaṁsataro cā”ti. ||| this sacrifice, brahmin, has fewer obligations and undertakings, yet is more fruitful and beneficial.”
