Dīgha Nikāya 3 ||| Long Discourses 3
Atha kho ambaṭṭho māṇavo bhīto saṁviggo lomahaṭṭhajāto bhagavantaṁyeva tāṇaṁ gavesī bhagavantaṁyeva leṇaṁ gavesī bhagavantaṁyeva saraṇaṁ gavesī upanisīditvā bhagavantaṁ etadavoca: ||| Ambaṭṭha was terrified, shocked, and awestruck. Looking to the Buddha for shelter, asylum, and refuge, he sat down close by the Buddha and said,
“kimetaṁ bhavaṁ gotamo āha? ||| “What did you say?
Punabhavaṁ gotamo bravitū”ti. ||| Please repeat the question.”
“Taṁ kiṁ maññasi, ambaṭṭha, ||| “What do you think, Ambaṭṭha?
kinti te sutaṁ brāhmaṇānaṁ vuddhānaṁ mahallakānaṁ ācariyapācariyānaṁ bhāsamānānaṁ kutopabhutikā kaṇhāyanā, ko ca kaṇhāyanānaṁ pubbapuriso”ti? ||| According to what you have heard from elderly and senior brahmins, the tutors of tutors, what is the origin of the Kaṇhāyanas, and who is their founder?”
“Evameva me, bho gotama, sutaṁ yatheva bhavaṁ gotamo āha. ||| “I have heard, worthy Gotama, that it is just as you say.
Tatopabhutikā kaṇhāyanā; ||| That’s the origin of the Kaṇhāyanas,
so ca kaṇhāyanānaṁ pubbapuriso”ti. ||| and that’s who their founder is.”
2.5. Ambaṭṭhavaṁsakathā ||| 2.5. The Discussion of Ambaṭṭha’s Heritage
Evaṁ vutte, te māṇavakā unnādino uccāsaddamahāsaddā ahesuṁ: ||| When he said this, those young students made an uproar,
“dujjāto kira, bho, ambaṭṭho māṇavo; akulaputto kira, bho, ambaṭṭho māṇavo; dāsiputto kira, bho, ambaṭṭho māṇavo sakyānaṁ. Ayyaputtā kira, bho, ambaṭṭhassa māṇavassa sakyā bhavanti. ||| “It turns out Ambaṭṭha is ill-born, not a gentleman, son of a Sakyan slavegirl, and that the Sakyans are sons of his masters!
Dhammavādiṁyeva kira mayaṁ samaṇaṁ gotamaṁ apasādetabbaṁ amaññimhā”ti. ||| And it seems that the ascetic Gotama spoke only the truth, though we presumed to rebuke him!”
Atha kho bhagavato etadahosi: ||| Then it occurred to the Buddha,
“atibāḷhaṁ kho ime māṇavakā ambaṭṭhaṁ māṇavaṁ dāsiputtavādena nimmādenti, yannūnāhaṁ parimoceyyan”ti. ||| “These young students put Ambaṭṭha down too much by calling him the son of a slavegirl. Why don’t I get him out of this?”
Atha kho bhagavā te māṇavake etadavoca: ||| So the Buddha said to the young students,
“mā kho tumhe, māṇavakā, ambaṭṭhaṁ māṇavaṁ atibāḷhaṁ dāsiputtavādena nimmādetha. ||| “Young students, please don’t put Ambaṭṭha down too much by calling him the son of a slavegirl.
Uḷāro so kaṇho isi ahosi. ||| That Black Boy was an eminent seer.
So dakkhiṇajanapadaṁ gantvā brahmamante adhīyitvā rājānaṁ okkākaṁ upasaṅkamitvā maddarūpiṁ dhītaraṁ yāci. ||| He went to a southern country and memorized the Divine Spell. Then he approached King Okkāka and asked for the hand of his daughter Maddarūpī.
Tassa rājā okkāko: ||| The king said to him,
‘ko nevaṁ re ayaṁ mayhaṁ dāsiputto samāno maddarūpiṁ dhītaraṁ yācatī’ti, kupito anattamano khurappaṁ sannayhi. ||| ‘Who the hell is this son of a slavegirl to ask for the hand of my daughter!’ Angry and upset he fastened a razor-tipped arrow.
So taṁ khurappaṁ neva asakkhi muñcituṁ, no paṭisaṁharituṁ. ||| But he wasn’t able to either shoot it or to relax it.
Atha kho, māṇavakā, amaccā pārisajjā kaṇhaṁ isiṁ upasaṅkamitvā etadavocuṁ: ||| Then the ministers and councillors approached the seer Black Boy and said:
‘sotthi, bhaddante, hotu rañño; ||| ‘Spare the king, sir,
sotthi, bhaddante, hotu rañño’ti. ||| spare him!’
‘Sotthi bhavissati rañño, api ca rājā yadi adho khurappaṁ muñcissati, yāvatā rañño vijitaṁ, ettāvatā pathavī undriyissatī’ti. ||| ‘The king will be safe. But if he shoots the arrow downwards, there will be an earthquake across the entire realm.’
‘Sotthi, bhaddante, hotu rañño, sotthi janapadassā’ti. ||| ‘Spare the king, sir, and spare the country!’
‘Sotthi bhavissati rañño, sotthi janapadassa, api ca rājā yadi uddhaṁ khurappaṁ muñcissati, yāvatā rañño vijitaṁ, ettāvatā satta vassāni devo na vassissatī’ti. ||| ‘Both king and country will be safe. But if he shoots the arrow upwards, the heavens will not rain in the entire realm for seven years.’
‘Sotthi, bhaddante, hotu rañño sotthi janapadassa devo ca vassatū’ti. ||| ‘Spare the king, sir, spare the country, and let the heavens rain!’
‘Sotthi bhavissati rañño sotthi janapadassa devo ca vassissati, api ca rājā jeṭṭhakumāre khurappaṁ patiṭṭhāpetu, sotthi kumāro pallomo bhavissatī’ti. ||| ‘Both king and country will be safe, and the heavens rain will rain. And if the king shoots the crown prince with an arrow, he will be safe and unruffled.’
Atha kho, māṇavakā, amaccā okkākassa ārocesuṁ: ||| So the ministers said to Okkāka:
‘okkāko jeṭṭhakumāre khurappaṁ patiṭṭhāpetu. Sotthi kumāro pallomo bhavissatī’ti. ||| ‘Okkāka must shoot the crown prince with an arrow. He will be safe and unruffled.’
Atha kho rājā okkāko jeṭṭhakumāre khurappaṁ patiṭṭhapesi, sotthi kumāro pallomo samabhavi. ||| So King Okkāka shot the crown prince with an arrow. And he was safe and unruffled.
Atha kho tassa rājā okkāko bhīto saṁviggo lomahaṭṭhajāto brahmadaṇḍena tajjito maddarūpiṁ dhītaraṁ adāsi. ||| Then the king was terrified, shocked, and awestruck. Scared by the divine punishment, he gave the hand of his daughter Maddarūpī.
Mā kho tumhe, māṇavakā, ambaṭṭhaṁ māṇavaṁ atibāḷhaṁ dāsiputtavādena nimmādetha, uḷāro so kaṇho isi ahosī”ti. ||| Young students, please don’t put Ambaṭṭha down too much by calling him the son of a slavegirl. That Black Boy was an eminent seer.”
3. Khattiyaseṭṭhabhāva ||| 3. The Supremacy of the Aristocrats
Atha kho bhagavā ambaṭṭhaṁ māṇavaṁ āmantesi: ||| Then the Buddha addressed Ambaṭṭha,
“Taṁ kiṁ maññasi, ambaṭṭha, ||| “What do you think, Ambaṭṭha?
idha khattiyakumāro brāhmaṇakaññāya saddhiṁ saṁvāsaṁ kappeyya, tesaṁ saṁvāsamanvāya putto jāyetha. ||| Suppose an aristocrat boy was to sleep with a brahmin girl, and they had a son.
Yo so khattiyakumārena brāhmaṇakaññāya putto uppanno, api nu so labhetha brāhmaṇesu āsanaṁ vā udakaṁ vā”ti? ||| Would he receive a seat and water from the brahmins?”
“Labhetha, bho gotama”. ||| “He would, worthy Gotama.”
“Api nu naṁ brāhmaṇā bhojeyyuṁ saddhe vā thālipāke vā yaññe vā pāhune vā”ti? ||| “And would the brahmins feed him at an offering of food for ancestors, an offering of a dish of milk-rice, a sacrifice, or a feast for guests?”
“Bhojeyyuṁ, bho gotama”. ||| “They would.”
“Api nu naṁ brāhmaṇā mante vāceyyuṁ vā no vā”ti? ||| “And would the brahmins teach him the hymns or not?”
“Vāceyyuṁ, bho gotama”. ||| “They would.”
“Api nussa itthīsu āvaṭaṁ vā assa anāvaṭaṁ vā”ti? ||| “And would he be kept from the women or not?”
“Anāvaṭaṁ hissa, bho gotama”. ||| “He would not.”
“Api nu naṁ khattiyā khattiyābhisekena abhisiñceyyun”ti? ||| “And would the aristocrats anoint him as king?”
“No hidaṁ, bho gotama”. ||| “No, worthy Gotama.
“Taṁ kissa hetu”? ||| Why is that?
“Mātito hi, bho gotama, anupapanno”ti. ||| Because his maternity is unsuitable.”
“Taṁ kiṁ maññasi, ambaṭṭha, ||| “What do you think, Ambaṭṭha?
idha brāhmaṇakumāro khattiyakaññāya saddhiṁ saṁvāsaṁ kappeyya, tesaṁ saṁvāsamanvāya putto jāyetha. ||| Suppose a brahmin boy was to sleep with an aristocrat girl, and they had a son.
Yo so brāhmaṇakumārena khattiyakaññāya putto uppanno, api nu so labhetha brāhmaṇesu āsanaṁ vā udakaṁ vā”ti? ||| Would he receive a seat and water from the brahmins?”
“Labhetha, bho gotama”. ||| “He would, worthy Gotama.”
“Api nu naṁ brāhmaṇā bhojeyyuṁ saddhe vā thālipāke vā yaññe vā pāhune vā”ti? ||| “And would the brahmins feed him at an offering of food for ancestors, an offering of a dish of milk-rice, a sacrifice, or a feast for guests?”
“Bhojeyyuṁ, bho gotama”. ||| “They would.”
“Api nu naṁ brāhmaṇā mante vāceyyuṁ vā no vā”ti? ||| “And would the brahmins teach him the hymns or not?”
“Vāceyyuṁ, bho gotama”. ||| “They would.”
“Api nussa itthīsu āvaṭaṁ vā assa anāvaṭaṁ vā”ti? ||| “And would he be kept from the women or not?”
“Anāvaṭaṁ hissa, bho gotama”. ||| “He would not.”
“Api nu naṁ khattiyā khattiyābhisekena abhisiñceyyun”ti? ||| “And would the aristocrats anoint him as king?”
“No hidaṁ, bho gotama”. ||| “No, worthy Gotama.
“Taṁ kissa hetu”? ||| Why is that?
“Pitito hi, bho gotama, anupapanno”ti. ||| Because his paternity is unsuitable.”
“Iti kho, ambaṭṭha, itthiyā vā itthiṁ karitvā purisena vā purisaṁ karitvā khattiyāva seṭṭhā, hīnā brāhmaṇā. ||| “And so, Ambaṭṭha, the aristocrats are superior and the brahmins inferior, whether comparing women with women or men with men.
Taṁ kiṁ maññasi, ambaṭṭha, ||| What do you think, Ambaṭṭha?
idha brāhmaṇā brāhmaṇaṁ kismiñcideva pakaraṇe khuramuṇḍaṁ karitvā bhassapuṭena vadhitvā raṭṭhā vā nagarā vā pabbājeyyuṁ. ||| Suppose the brahmins for some reason were to shave a brahmin’s head, inflict him with a sack of ashes, and banish him from the nation or the city.
Api nu so labhetha brāhmaṇesu āsanaṁ vā udakaṁ vā”ti? ||| Would he receive a seat and water from the brahmins?”
“No hidaṁ, bho gotama”. ||| “No, worthy Gotama.”
“Api nu naṁ brāhmaṇā bhojeyyuṁ saddhe vā thālipāke vā yaññe vā pāhune vā”ti? ||| “And would the brahmins feed him at an offering of food for ancestors, an offering of a dish of milk-rice, a sacrifice, or a feast for guests?”
“No hidaṁ, bho gotama”. ||| “No, worthy Gotama.”
“Api nu naṁ brāhmaṇā mante vāceyyuṁ vā no vā”ti? ||| “And would the brahmins teach him the hymns or not?”
“No hidaṁ, bho gotama”. ||| “No, worthy Gotama.”
“Api nussa itthīsu āvaṭaṁ vā assa anāvaṭaṁ vā”ti? ||| “And would he be kept from the women or not?”
“Āvaṭaṁ hissa, bho gotama”. ||| “He would be.”
“Taṁ kiṁ maññasi, ambaṭṭha, ||| “What do you think, Ambaṭṭha?
idha khattiyā khattiyaṁ kismiñcideva pakaraṇe khuramuṇḍaṁ karitvā bhassapuṭena vadhitvā raṭṭhā vā nagarā vā pabbājeyyuṁ. ||| Suppose the aristocrats for some reason were to shave an aristocrat’s head, inflict him with a sack of ashes, and banish him from the nation or the city.
Api nu so labhetha brāhmaṇesu āsanaṁ vā udakaṁ vā”ti? ||| Would he receive a seat and water from the brahmins?”
“Labhetha, bho gotama”. ||| “He would, worthy Gotama.”
“Api nu naṁ brāhmaṇā bhojeyyuṁ saddhe vā thālipāke vā yaññe vā pāhune vā”ti? ||| “And would the brahmins feed him at an offering of food for ancestors, an offering of a dish of milk-rice, a sacrifice, or a feast for guests?”
“Bhojeyyuṁ, bho gotama”. ||| “They would.”
“Api nu naṁ brāhmaṇā mante vāceyyuṁ vā no vā”ti? ||| “And would the brahmins teach him the hymns or not?”
“Vāceyyuṁ, bho gotama”. ||| “They would.”
“Api nussa itthīsu āvaṭaṁ vā assa anāvaṭaṁ vā”ti? ||| “And would he be kept from the women or not?”
“Anāvaṭaṁ hissa, bho gotama”. ||| “He would not.”
“Ettāvatā kho, ambaṭṭha, khattiyo paramanihīnataṁ patto hoti, yadeva naṁ khattiyā khuramuṇḍaṁ karitvā bhassapuṭena vadhitvā raṭṭhā vā nagarā vā pabbājenti. ||| “At this point, Ambaṭṭha, that aristocrat has reached rock bottom, with head shaven, inflicted with a sack of ashes, and banished from city or nation.
Iti kho, ambaṭṭha, yadā khattiyo paramanihīnataṁ patto hoti, tadāpi khattiyāva seṭṭhā, hīnā brāhmaṇā. ||| Yet still the aristocrats are superior and the brahmins inferior.
Brahmunā pesā, ambaṭṭha, sanaṅkumārena gāthā bhāsitā: ||| The divinity Sanaṅkumāra also spoke this verse:
‘Khattiyo seṭṭho janetasmiṁ, ||| ‘The aristocrat is best among people
ye gottapaṭisārino; ||| who take clan as the standard.
Vijjācaraṇasampanno, ||| But one accomplished in knowledge and conduct
so seṭṭho devamānuse’ti. ||| is first among gods and humans.’
Sā kho panesā, ambaṭṭha, brahmunā sanaṅkumārena gāthā sugītā no duggītā, subhāsitā no dubbhāsitā, atthasaṁhitā no anatthasaṁhitā, anumatā mayā. ||| That verse was well sung by the Divinity Sanaṅkumāra, not poorly sung; well spoken, not poorly spoken, beneficial, not harmful, and it was approved by me.
Ahampi hi, ambaṭṭha, evaṁ vadāmi— ||| For I also say this:
Khattiyo seṭṭho janetasmiṁ, ||| The aristocrat is best among people
ye gottapaṭisārino; ||| who take clan as the standard.
Vijjācaraṇasampanno, ||| But one accomplished in knowledge and conduct
so seṭṭho devamānuse”ti. ||| is first among gods and humans.”
Bhāṇavāro paṭhamo. ||| The first recitation section.
4. Vijjācaraṇakathā ||| 4. Knowledge and Conduct
“Katamaṁ pana taṁ, bho gotama, caraṇaṁ, katamā ca pana sā vijjā”ti? ||| “But what, worthy Gotama, is that conduct, and what is that knowledge?”
“Na kho, ambaṭṭha, anuttarāya vijjācaraṇasampadāya jātivādo vā vuccati, gottavādo vā vuccati, mānavādo vā vuccati: ||| “Ambaṭṭha, in the supreme knowledge and conduct there is no discussion of genealogy or clan or pride—
‘arahasi vā maṁ tvaṁ, na vā maṁ tvaṁ arahasī’ti. ||| ‘You deserve me’ or ‘You don’t deserve me.’
Yattha kho, ambaṭṭha, āvāho vā hoti, vivāho vā hoti, āvāhavivāho vā hoti, etthetaṁ vuccati jātivādo vā itipi gottavādo vā itipi mānavādo vā itipi: ||| Wherever there is giving and taking in marriage there is such discussion.
‘arahasi vā maṁ tvaṁ, na vā maṁ tvaṁ arahasī’ti.
Ye hi keci, ambaṭṭha, jātivādavinibaddhā vā gottavādavinibaddhā vā mānavādavinibaddhā vā āvāhavivāhavinibaddhā vā, ārakā te anuttarāya vijjācaraṇasampadāya. ||| Whoever is shackled to questions of genealogy or clan or pride, or to giving and taking in marriage, is far from the supreme knowledge and conduct.
Pahāya kho, ambaṭṭha, jātivādavinibaddhañca gottavādavinibaddhañca mānavādavinibaddhañca āvāhavivāhavinibaddhañca anuttarāya vijjācaraṇasampadāya sacchikiriyā hotī”ti. ||| The realization of supreme knowledge and conduct occurs when you’ve given up such things.”
“Katamaṁ pana taṁ, bho gotama, caraṇaṁ, katamā ca sā vijjā”ti? ||| “But what, worthy Gotama, is that conduct, and what is that knowledge?”
“Idha, ambaṭṭha, tathāgato loke uppajjati arahaṁ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṁ buddho bhagavā. ||| “Ambaṭṭha, it’s when a Realized One arises in the world, perfected, a fully awakened Buddha, accomplished in knowledge and conduct, holy, knower of the world, supreme guide for those fit for training, teacher of gods and humans, awakened, blessed.
So imaṁ lokaṁ sadevakaṁ samārakaṁ sabrahmakaṁ sassamaṇabrāhmaṇiṁ pajaṁ sadevamanussaṁ sayaṁ abhiññā sacchikatvā pavedeti. ||| He has realized with his own insight this world—with its gods, Māras, and divinities, this population with its ascetics and brahmins, gods and humans—and he makes it known to others.
So dhammaṁ deseti ādikalyāṇaṁ majjhekalyāṇaṁ pariyosānakalyāṇaṁ sātthaṁ sabyañjanaṁ kevalaparipuṇṇaṁ parisuddhaṁ brahmacariyaṁ pakāseti. ||| He proclaims a teaching that is good in the beginning, good in the middle, and good in the end, meaningful and well-phrased. And he reveals a spiritual practice that’s entirely full and pure.
Taṁ dhammaṁ suṇāti gahapati vā gahapatiputto vā aññatarasmiṁ vā kule paccājāto. ||| A householder hears that teaching, or a householder’s child, or someone reborn in a good family.
So taṁ dhammaṁ sutvā tathāgate saddhaṁ paṭilabhati. ||| They gain faith in the Realized One
So tena saddhāpaṭilābhena samannāgato iti paṭisañcikkhati …pe… ||| and reflect …
So vivicceva kāmehi, vivicca akusalehi dhammehi, savitakkaṁ savicāraṁ vivekajaṁ pītisukhaṁ paṭhamaṁ jhānaṁ upasampajja viharati …pe… ||| Quite secluded from sensual pleasures, secluded from unskillful qualities, they enter and remain in the first absorption …
idampissa hoti caraṇasmiṁ. ||| This pertains to their conduct.
Puna caparaṁ, ambaṭṭha, bhikkhu vitakkavicārānaṁ vūpasamā ajjhattaṁ sampasādanaṁ cetaso ekodibhāvaṁ avitakkaṁ avicāraṁ samādhijaṁ pītisukhaṁ dutiyaṁ jhānaṁ upasampajja viharati …pe… ||| Furthermore, as the placing of the mind and keeping it connected are stilled, a mendicant enters and remains in the second absorption …
idampissa hoti caraṇasmiṁ. ||| This pertains to their conduct.
Puna caparaṁ, ambaṭṭha, bhikkhu pītiyā ca virāgā upekkhako ca viharati sato ca sampajāno, sukhañca kāyena paṭisaṁvedeti, yaṁ taṁ ariyā ācikkhanti: ‘upekkhako satimā sukhavihārī’ti, tatiyaṁ jhānaṁ upasampajja viharati …pe… ||| Furthermore, with the fading away of rapture, they enter and remain in the third absorption …
idampissa hoti caraṇasmiṁ. ||| This pertains to their conduct.
Puna caparaṁ, ambaṭṭha, bhikkhu sukhassa ca pahānā dukkhassa ca pahānā, pubbeva somanassadomanassānaṁ atthaṅgamā adukkhamasukhaṁ upekkhāsatipārisuddhiṁ catutthaṁ jhānaṁ upasampajja viharati …pe… ||| Furthermore, with the giving up of pleasure and pain and the disappearance of former happiness and sadness, they enter and remain in the fourth absorption …
idampissa hoti caraṇasmiṁ. ||| This pertains to their conduct.
Idaṁ kho taṁ, ambaṭṭha, caraṇaṁ. ||| This is that conduct.
So evaṁ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite āneñjappatte ñāṇadassanāya cittaṁ abhinīharati abhininnāmeti …pe… ||| When their mind has become immersed in samādhi like this—purified, bright, flawless, rid of corruptions, pliable, workable, steady, and imperturbable—they project it and extend it toward knowledge and vision.
idampissa hoti vijjāya …pe… ||| This pertains to their knowledge. …
nāparaṁ itthattāyāti pajānāti, ||| They understand: ‘There is nothing further for this place.’
idampissa hoti vijjāya. ||| This pertains to their knowledge.
Ayaṁ kho sā, ambaṭṭha, vijjā. ||| This is that knowledge.
Ayaṁ vuccati, ambaṭṭha, bhikkhu ‘vijjāsampanno’ itipi, ‘caraṇasampanno’ itipi, ‘vijjācaraṇasampanno’ itipi. ||| This mendicant is said to be ‘accomplished in knowledge’, and also ‘accomplished in conduct’, and also ‘accomplished in knowledge and conduct’.
Imāya ca, ambaṭṭha, vijjāsampadāya caraṇasampadāya ca aññā vijjāsampadā ca caraṇasampadā ca uttaritarā vā paṇītatarā vā natthi. ||| And, Ambaṭṭha, there is no accomplishment in knowledge and conduct that is better or finer than this.
5. Catuapāyamukha ||| 5. Four Causes of Quitting
Imāya kho, ambaṭṭha, anuttarāya vijjācaraṇasampadāya cattāri apāyamukhāni bhavanti. ||| There are these four causes of quitting this supreme knowledge and conduct.
Katamāni cattāri? ||| What four?
Idha, ambaṭṭha, ekacco samaṇo vā brāhmaṇo vā imaññeva anuttaraṁ vijjācaraṇasampadaṁ anabhisambhuṇamāno khārividhamādāya araññāyatanaṁ ajjhogāhati: ||| Firstly, take some ascetic or brahmin who, not managing to obtain this supreme knowledge and conduct, plunges into a wilderness region carrying their pack with a shoulder-pole, thinking
‘pavattaphalabhojano bhavissāmī’ti. ||| they will get by eating fallen fruit.
So aññadatthu vijjācaraṇasampannasseva paricārako sampajjati. ||| In fact they succeed only in serving someone accomplished in knowledge and conduct.
Imāya kho, ambaṭṭha, anuttarāya vijjācaraṇasampadāya idaṁ paṭhamaṁ apāyamukhaṁ bhavati. ||| This is the first cause of quitting this supreme knowledge and conduct.
Puna caparaṁ, ambaṭṭha, idhekacco samaṇo vā brāhmaṇo vā imañceva anuttaraṁ vijjācaraṇasampadaṁ anabhisambhuṇamāno pavattaphalabhojanatañca anabhisambhuṇamāno kudālapiṭakaṁ ādāya araññavanaṁ ajjhogāhati: ||| Furthermore, take some ascetic or brahmin who, not managing to obtain this supreme knowledge and conduct or to get by eating fallen fruit, plunges into a wilderness region carrying a spade and basket, thinking
‘kandamūlaphalabhojano bhavissāmī’ti. ||| they will get by eating tubers and fruit.
So aññadatthu vijjācaraṇasampannasseva paricārako sampajjati. ||| In fact they succeed only in serving someone accomplished in knowledge and conduct.
Imāya kho, ambaṭṭha, anuttarāya vijjācaraṇasampadāya idaṁ dutiyaṁ apāyamukhaṁ bhavati. ||| This is the second cause of quitting this supreme knowledge and conduct.
Puna caparaṁ, ambaṭṭha, idhekacco samaṇo vā brāhmaṇo vā imañceva anuttaraṁ vijjācaraṇasampadaṁ anabhisambhuṇamāno pavattaphalabhojanatañca anabhisambhuṇamāno kandamūlaphalabhojanatañca anabhisambhuṇamāno gāmasāmantaṁ vā nigamasāmantaṁ vā agyāgāraṁ karitvā aggiṁ paricaranto acchati. ||| Furthermore, take some ascetic or brahmin who, not managing to obtain this supreme knowledge and conduct, or to get by eating fallen fruit, or to get by eating tubers and fruit, sets up a fire chamber in the neighborhood of a village or town and dwells there serving the sacred flame.
So aññadatthu vijjācaraṇasampannasseva paricārako sampajjati. ||| In fact they succeed only in serving someone accomplished in knowledge and conduct.
Imāya kho, ambaṭṭha, anuttarāya vijjācaraṇasampadāya idaṁ tatiyaṁ apāyamukhaṁ bhavati. ||| This is the third cause of quitting this supreme knowledge and conduct.
Puna caparaṁ, ambaṭṭha, idhekacco samaṇo vā brāhmaṇo vā imaṁ ceva anuttaraṁ vijjācaraṇasampadaṁ anabhisambhuṇamāno pavattaphalabhojanatañca anabhisambhuṇamāno kandamūlaphalabhojanatañca anabhisambhuṇamāno aggipāricariyañca anabhisambhuṇamāno cātumahāpathe catudvāraṁ agāraṁ karitvā acchati: ||| Furthermore, take some ascetic or brahmin who, not managing to obtain this supreme knowledge and conduct, or to get by eating fallen fruit, or to get by eating tubers and fruit, or to serve the sacred flame, sets up a four-doored fire chamber at the crossroads and dwells there, thinking:
‘yo imāhi catūhi disāhi āgamissati samaṇo vā brāhmaṇo vā, tamahaṁ yathāsatti yathābalaṁ paṭipūjessāmī’ti. ||| ‘When an ascetic or brahmin comes from the four quarters, I will honor them as best I can.’
So aññadatthu vijjācaraṇasampannasseva paricārako sampajjati. ||| In fact they succeed only in serving someone accomplished in knowledge and conduct.
Imāya kho, ambaṭṭha, anuttarāya vijjācaraṇasampadāya idaṁ catutthaṁ apāyamukhaṁ bhavati. ||| This is the fourth cause of quitting this supreme knowledge and conduct.
Imāya kho, ambaṭṭha, anuttarāya vijjācaraṇasampadāya imāni cattāri apāyamukhāni bhavanti. ||| These are the four causes of quitting this supreme knowledge and conduct.
Taṁ kiṁ maññasi, ambaṭṭha, ||| What do you think, Ambaṭṭha?
api nu tvaṁ imāya anuttarāya vijjācaraṇasampadāya sandissasi sācariyako”ti? ||| Is this supreme knowledge and conduct seen in your own tradition?”
“No hidaṁ, bho gotama. ||| “No, worthy Gotama.
Kocāhaṁ, bho gotama, sācariyako, kā ca anuttarā vijjācaraṇasampadā? ||| Who am I and my tradition compared with the supreme knowledge and conduct?
Ārakāhaṁ, bho gotama, anuttarāya vijjācaraṇasampadāya sācariyako”ti. ||| We are far from that.”
“Taṁ kiṁ maññasi, ambaṭṭha, ||| “What do you think, Ambaṭṭha?
api nu tvaṁ imañceva anuttaraṁ vijjācaraṇasampadaṁ anabhisambhuṇamāno khārividhamādāya araññavanamajjhogāhasi sācariyako: ||| Since you’re not managing to obtain this supreme knowledge and conduct, have you with your tradition plunged into a wilderness region carrying your pack with a shoulder-pole, thinking
‘pavattaphalabhojano bhavissāmī’”ti? ||| you will get by eating fallen fruit?”
“No hidaṁ, bho gotama”. ||| “No, worthy Gotama.”
“Taṁ kiṁ maññasi, ambaṭṭha, ||| “What do you think, Ambaṭṭha?
api nu tvaṁ imañceva anuttaraṁ vijjācaraṇasampadaṁ anabhisambhuṇamāno pavattaphalabhojanatañca anabhisambhuṇamāno kudālapiṭakaṁ ādāya araññavanamajjhogāhasi sācariyako: ||| Have you with your tradition … plunged into a wilderness region carrying a spade and basket, thinking
‘kandamūlaphalabhojano bhavissāmī’”ti? ||| you will get by eating tubers and fruit?”
“No hidaṁ, bho gotama”. ||| “No, worthy Gotama.”
“Taṁ kiṁ maññasi, ambaṭṭha, ||| “What do you think, Ambaṭṭha?
api nu tvaṁ imañceva anuttaraṁ vijjācaraṇasampadaṁ anabhisambhuṇamāno pavattaphalabhojanatañca anabhisambhuṇamāno kandamūlaphalabhojanatañca anabhisambhuṇamāno gāmasāmantaṁ vā nigamasāmantaṁ vā agyāgāraṁ karitvā aggiṁ paricaranto acchasi sācariyako”ti? ||| Have you with your tradition … set up a fire chamber in the neighborhood of a village or town and dwelt there serving the sacred flame?”
“No hidaṁ, bho gotama”. ||| “No, worthy Gotama.”
“Taṁ kiṁ maññasi, ambaṭṭha, ||| “What do you think, Ambaṭṭha?
api nu tvaṁ imañceva anuttaraṁ vijjācaraṇasampadaṁ anabhisambhuṇamāno pavattaphalabhojanatañca anabhisambhuṇamāno kandamūlaphalabhojanatañca anabhisambhuṇamāno aggipāricariyañca anabhisambhuṇamāno cātumahāpathe catudvāraṁ agāraṁ karitvā acchasi sācariyako: ||| Have you with your tradition … set up a four-doored fire chamber at the crossroads and dwelt there, thinking:
‘yo imāhi catūhi disāhi āgamissati samaṇo vā brāhmaṇo vā, taṁ mayaṁ yathāsatti yathābalaṁ paṭipūjessāmā’”ti? ||| ‘When an ascetic or brahmin comes from the four quarters, I will honor them as best I can’?”
“No hidaṁ, bho gotama”. ||| “No, worthy Gotama.”
“Iti kho, ambaṭṭha, imāya ceva tvaṁ anuttarāya vijjācaraṇasampadāya parihīno sācariyako. ||| “So you with your tradition are not only inferior to the supreme knowledge and conduct,
Ye cime anuttarāya vijjācaraṇasampadāya cattāri apāyamukhāni bhavanti, tato ca tvaṁ parihīno sācariyako. ||| you are even inferior to the four causes of quitting the supreme knowledge and conduct.
Bhāsitā kho pana te esā, ambaṭṭha, ācariyena brāhmaṇena pokkharasātinā vācā: ||| But you have been told this by your tutor, the brahmin Pokkharasāti:
‘ke ca muṇḍakā samaṇakā ibbhā kaṇhā bandhupādāpaccā, kā ca tevijjānaṁ brāhmaṇānaṁ sākacchā’ti attanā āpāyikopi aparipūramāno. ||| ‘Who are these shavelings, fake ascetics, primitives, black spawn from the feet of our kinsman compared with conversation with the brahmins of the three knowledges?” Yet he himself has not even fulfilled one of the quittings!
Passa, ambaṭṭha, yāva aparaddhañca te idaṁ ācariyassa brāhmaṇassa pokkharasātissa. ||| See, Ambaṭṭha, how your tutor Pokkharasāti has wronged you.
6. Pubbakaisibhāvānuyoga ||| 6. Being Like the Seers of the Past
Brāhmaṇo kho pana, ambaṭṭha, pokkharasāti rañño pasenadissa kosalassa dattikaṁ bhuñjati. ||| Pokkharasāti lives off an endowment provided by King Pasenadi of Kosala.
Tassa rājā pasenadi kosalo sammukhībhāvampi na dadāti. ||| But the king won’t even grant him an audience face to face.
Yadāpi tena manteti, tirodussantena manteti. ||| When he consults, he does so behind a curtain.
Yassa kho pana, ambaṭṭha, dhammikaṁ payātaṁ bhikkhaṁ paṭiggaṇheyya, kathaṁ tassa rājā pasenadi kosalo sammukhībhāvampi na dadeyya. ||| Why wouldn’t the king grant a face to face audience with someone who’d receive his legitimate presentation of food?
