སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ། ||| Homage to all buddhas and bodhisattvas!
དེའི་སྤྱི་བོ་ལ་ཡང་ནོར་བུ་རིན་པོ་ཆེ་འདུག་པར་སྣང་ངོ་། ། ||| On his crown there was a precious jewel.
དེ་བཞིན་དུ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོའི་གཡོག་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ ||| Similarly, many myriads of bodhisattva mahāsattvas, servants of the bodhisattva mahāsattva Ākāśagarbha, appeared.
དཔའ་བར་འགྲོ་བའི་ཏིང་ངེ་འཛིན་ཐོབ་པ་བརྒྱ་བྱིན་ཐོགས་པའི་ནོར་བུ་རིན་པོ་ཆེས་བརྒྱན་པ་འབུམ་ཕྲག་མང་པོ་རྣམས་ཀྱང་རང་རང་གི་པད་མའི་ཟེ་བའི་སྟན་ལ་འཁོད་པར་སྣང་ངོ་། ། ||| Sitting on their respective lotus anther seats, they were absorbed in the meditative concentration of valiant progress
དེ་ནས་དེའི་ཚེ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བྱམས་པས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྨན་གྱི་རྒྱལ་པོ་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ། ། ||| Each was adorned with an Indranīla jewel. The bodhisattva mahāsattva Maitreya said to the bodhisattva mahāsattva Bhaiṣajyarāja:
བྱང་ཆུབ་སེམས་དཔའ་གྲགས་ཆེན་རྣམས། །གང་དག་སྔོན་དུ་འོངས་པ་ནི། །གུས་དང་ལྡན་པས་ཕྱག་བྱས་ཏེ། །ཕྱི་ནས་སྟན་ལ་འདུག་བྱེད་ན། ། ||| “All bodhisattvas of great renown Respectfully pay homage First, when they arrive, And only then do they take their seats.
སྐྱེས་བུ་དམ་པ་འདི་འོངས་ན། །བཀོད་ཆེན་དག་ཀྱང་བསྟན་གྱུར་ན། ། ||| “When this great being arrived And made his grand displays,
སྟོན་ལ་ཕྱག་ཀྱང་མ་བཙལ་བར། །སྟན་ལ་འདུག་པ་ལྟ་བུར་སྣང་། ། ||| He appeared sitting on his seat Without having prostrated to the Buddha.”
སྨན་གྱི་རྒྱལ་པོས་སྨྲས་པ། ། ||| Bhaiṣajyarāja replied:
སྐྱེས་བུ་དམ་པ་འདི་ཉིད་ནི། །སངས་རྒྱས་ཆོས་ལ་རབ་གནས་མཐོང་། ||| “We see that this great being Dwells excellently in the Buddhadharma.
རྟོག་པ་ཀུན་ལ་མི་གནས་པས། །སེམས་ཅན་དུ་ནི་མི་མཐོང་ངོ་། ། ||| Since he does not dwell in discursive thought, We do not see him as a sentient being.”
བྱང་ཆུབ་སེམས་དཔའ་བྱམས་པས་སྨྲས་པ། ། ||| bodhisattva Maitreya asked
ཡང་དག་མཐའ་ལ་གནས་པའི་ཕྱིར། ། ||| “Since he abides in final reality,
དེ་ལྟར་སེམས་ཅན་མི་མཐོང་ན། །བཀོད་པ་ཆེ་འདི་ཅི་ཕྱིར་བསྟན། ། ||| We do not see him as a sentient being. If that is so, to what purpose has he made this great display?
ཐེ་ཙོམ་གྱུར་པ་བཤད་པར་མཛོད། ||| I am afflicted by doubts: please explain further!”
ཀུན་ཏུ་རྟོག་པའི་སྤྱོད་ཡུལ་ཅན། །བྱིས་པས་དོན་དམ་མི་ཤེས་ཏེ། ། ||| “Immature beings do not understand ultimate reality; Their experience is a complete mental construction.
སེམས་ཅན་ཡོངས་སྨིན་བྱ་བའི་ཕྱིར། །འདི་ནི་དཔའ་བོའི་ཐབས་ཡིན་ནོ། ། ||| This is a hero’s method That brings these sentient beings to maturity.
དོན་དམ་གྱིས་ནི་སྡུག་བསྔལ་བ། །དེ་དག་རབ་ཏུ་དགྲོལ་བའི་ཕྱིར། ། ||| By means of ultimate reality Suffering beings will be completely freed.
མཁས་པས་ཀུན་རྫོབ་བདེན་པ་ཡིས། །འདི་འདྲ་བ་ཡི་བཀོད་པ་བསྟན། ། ||| To this end, by means of relative truth, the skillful ones Manifest displays such as this one here.”
དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྨན་གྱི་རྒྱལ་པོ་ལ་ལེགས་སོ་ཞེས་བྱ་བ་བྱིན་ཏེ་ལེགས་སོ་ལེགས་སོ། ། ||| The Bhagavān now said to the bodhisattva mahāsattva Bhaiṣajyarāja, “What you say is well spoken, well spoken indeed.
སྐྱེས་བུ་དམ་པ་ཁྱོད་ཀྱིས་ཇི་སྐད་སྨྲས་པ་དེ་བཞིན་ཏེ། ||| It is exactly as you say, holy being!
བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་སེམས་ཅན་ཐམས་ཅད་ཇི་སྙེད་པ་དེ་དག་ཐམས་ཅད་ཀྱིས་ཀྱང་རྒྱུན་དུ་ཞུགས་པ་གཅིག་གི་སྤྱོད་ཡུལ་དང་། སྦྱོར་བ་དང་། རྣམ་པར་གྲོལ་བ་མི་ཤེས་སོ། ། ||| However many immature, ordinary beings there may be, not one of them understands the field of experience, practice, or liberation of a stream enterer.
ཡོངས་སུ་བརྟག་པ་བཟུང་ན་གལ་ཏེ་སེམས་ཅན་ཐམས་ཅད་རྒྱུན་དུ་ཞུགས་པར་གྱུར་ན་ཡང་ ||| Imagine that all sentient beings had become stream enterers.
དེ་དག་གིས་ལན་ཅིག་ཕྱིར་འོང་བ་གཅིག་གི་སྤྱོད་ཡུལ་དང་། སྦྱོར་བ་དང་། རྣམ་པར་གྲོལ་བ་མི་ཤེས་སོ། ||| Even then, not one of them would understand the field of experience, practice, or liberation of a single once-returner.
དེ་བཞིན་དུ་ལན་ཅིག་ཕྱིར་འོང་བ་རྣམས་ཀྱིས་ཀྱང་ཕྱིར་མི་འོང་བ་དང་། ཕྱིར་མི་འོང་བ་རྣམས་ཀྱིས་ཀྱང་དགྲ་བཅོམ་པ་དང་། དགྲ་བཅོམ་པ་རྣམས་ཀྱིས་ཀྱང་རང་སངས་རྒྱས་ཀྱི་མི་ཤེས་ཏེ། ||| Similarly, once-returners would not understand non-returners, non-returners would not understand arhats, and arhats would not understand pratyekabuddhas.
གལ་ཏེ་སེམས་ཅན་ཐམས་ཅད་བསེ་རུ་ལྟ་བུའི་རང་སངས་རྒྱས་སུ་གྱུར་ཀྱང་ ||| Even if all sentient beings had become pratyekabuddhas, who dwell alone like the rhinoceros,
དེ་དག་ཐམས་ཅད་ཀྱིས་བྱང་ཆུབ་སེམས་དཔའ་མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ་ཐོབ་པ་གཅིག་གི་སྤྱོད་ཡུལ་དང་། རྣམ་པར་གྲོལ་བ་དང་། དོན་དམ་པ་ལ་བརྟག་པ་དང་། སེམས་ཅན་ཡོངས་སུ་སྨིན་པར་བྱ་བའི་སྦྱོར་བ་མི་ཤེས་སོ། ། ||| none of them would understand the field of experience of a single bodhisattva who has attained acceptance that phenomena are nonarising, nor his liberation, his analysis of ultimate reality, or his practice of bringing sentient beings to complete spiritual maturity.
ཡོངས་སུ་བརྟག་པ་བཟུང་ན་གལ་ཏེ་སེམས་ཅན་ཐམས་ཅད་མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ་ཐོབ་པར་གྱུར་ཀྱང་དེ་དག་གིས་བྱང་ཆུབ་སེམས་དཔའ་སོ་སོ་རིག་པ་ཐོབ་པ། དཔའ་བར་འགྲོ་བའི་ཏིང་ངེ་འཛིན་ཐོབ་པ་གཅིག་གི་སྤྱོད་ཡུལ་དང་། མོས་པ་དང་། དོན་དམ་པའི་བདེན་པ་ལ་བརྟག་པའི་བྱིན་གྱིས་བརླབས་མི་ཤེས་སོ། ། ||| Imagine that all sentient beings had attained acceptance that phenomena are nonarising. Even so, not one of them would understand the field of experience of a single bodhisattva who has realized discriminating awareness and attained the meditative concentration of valiant progress ; nor would they fathom his aspirations, or the transformative power of his investigating ultimate reality.
རིགས་ཀྱི་བུ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོ་འདི་ཡང་མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ་ཐོབ། སོ་སོར་རིག་པ་ཐོབ། དཔའ་བར་འགྲོ་བའི་ཏིང་ངེ་འཛིན་ཐོབ་ནས་བསྐལ་པ་དཔག་ཏུ་མེད་པ་ལས་འདས་ཏེ། ། ||| “An uncountable number of eons ago, this son of noble family, the bodhisattva mahāsattva Ākāśagarbha, attained acceptance that phenomena are nonarising, attained discriminating awareness, and attained the meditative concentration of valiant progress
ཇི་ལྟར་ད་ལྟར་ངའི་འདུས་པ་ཆེན་པོ་ན་འཁོད་པའི་སེམས་ཅན་རྣམས་ཀྱི་བསམ་པ་དང་། ། ||| Hence, he knows the mentalities and latent tendencies of the beings now present in my great assembly.
བག་ལ་ཉལ་ཤེས་ནས་ཇི་ལྟར་འདི་ན་སེམས་ཅན་ཁ་ཅིག་བཀོད་པ་ཆེན་པོ་འདིའི་ཕྱིར་འོང་ཞིང་ཏིང་ངེ་འཛིན་དང་། བཀོད་པ་ཆེན་པོ་བལྟ་བའི་ཕྱིར་འདོད་ཆགས་དང་བྲལ་བའི་ས་ལ་གནས་པར་འགྱུར་བ་དང་། ||| Indeed, some of the beings came here for the great display. In order to observe meditative concentration and a great display, one must abide on the level of freedom from attachment.
ཇི་ལྟར་རིགས་ཀྱི་བུ་དེ་འདི་ཉིད་དུ་མི་སྣང་བར་གྱུར་ནས་ ||| This son of noble family did not appear in this way to those beings,
ནུབ་ཕྱོགས་ནས་འདིར་འོང་ཞིང་། ཉན་ཐོས་དང་། རང་སངས་རྒྱས་རྣམས་དང་ཐུན་མོང་མ་ཡིན་པ། མཐའ་ཡས་པའི་ནམ་མཁའ་མཐའ་ཡས་སྐྱེ་མཆེད་ཀྱི་མངོན་པར་ཤེས་པ་དང་། ཏིང་ངེ་འཛིན་ཀྱང་བསྟན ||| but instead came from the western direction to this place and displayed meditative concentration and the supernatural knowledge of the bases of perception of śrāvakas, pratyekabuddhas, and of the extraordinary beings of the boundless infinity of space.
སེམས་ཅན་ཐམས་ཅད་ཀྱང་སྐྱོ་བར་བྱས་ནས་དེའི་འོག་ཏུ་སེམས་ཅན་དཔག་ཏུ་མེད་པ་ཡོངས་སུ་སྨིན་པར་བྱ་བའི་ཕྱིར་ཀུན་རྫོབ་ཀྱི་བདེན་པས་བསྒྲུབ་པའི་བཀོད་པ་ཆེན་པོ་ཡང་བསྟན། ||| “Ordinary sentient beings, however, became very disheartened, so he then showed a great display, created on the level of relative truth, in order to bring all sentient beings to complete maturity.
ཏིང་ངེ་འཛིན་གྱི་བཀོད་པ་ཆེན་པོ་ཡང་བསྟན་པ་བཞིན་ནོ། ། ||| He also showed a great display of meditative concentration.
གལ་ཏེ་རིགས་ཀྱི་བུ་དེ་དོན་དམ་པའི་བདེན་པ་མི་སྐྱེ་བའི་བཀོད་པ་སྟོན་དུ་ཟིན་ན་ལྷ་དང་བཅས་པའི་འཇིག་རྟེན་རྨོངས་པར་འགྱུར། བསླད་པར་འགྱུར་རོ། ||| If this son of noble family had manifested a display of unborn ultimate reality, the world’s inhabitants, including the gods, would have become confused and defiled.
བྱང་ཆུབ་སེམས་དཔའ་ས་བརྒྱད་པ་ལ་གནས་པའི་བར་དུ་ཡང་བསླད་པར་འགྱུར་བས་ ||| Since even bodhisattvas dwelling on the grounds up to the eighth ground may become defiled,
འདིའི་སྤྱོད་ཡུལ་དང་། སྦྱོར་བའི་མཚན་མ་སྟོན་པར་མི་ནུས་ཏེ། ||| they themselves do not have the capacity to display such a field of experience and the distinguishing qualities of his practice.
དེ་ལྟར་ཆོས་ཟབ་མོའི་ཡོན་ཏན་ལ་གནས་སོ། ||| Thus he abides in the qualities of the profound Dharma.
རིགས་ཀྱི་བུ་དེ་ནི་ཐབས་ཤེས་པ་ལ་གནས་སོ། ||| “This son of noble family abides in the understanding of skillful means.
སངས་རྒྱས་ཀྱི་ཆོས་རྒྱ་མཚོ་ཐམས་ཅད་ལ་གནས་སོ། །ཐེ་ཚོམ་མེད་དོ། །ཡེ་ཤེས་གཞན་ལ་རག་མ་ལས་པ་ལ་མཁས་སོ། ||| He possesses all the ocean-like qualities of a buddha, has no doubt, and is a wise person who does not need to depend on others’ wisdom.
བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱི་རྒྱལ་མཚན་གྱི་མཆོག་རྒྱལ་པོ་ལ་འོས་པ་དང་འདྲའོ། ||| He is like the supreme victory banner of all bodhisattvas, suitable for a king.
རིགས་ཀྱི་བུ་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་དེ་ནི་སེམས་ཅན་ཐམས་ཅད་མཐོ་རིས་དང་ཐར་པར་སྐྱེ་བར་སྟོན་པའོ། ||| “This son of noble family, the bodhisattva Ākāśagarbha, shows all beings the way to rebirth in the higher realms and to liberation.
སེམས་ཅན་ཐམས་ཅད་ཀྱི་སེམས་ཀྱི་ཉོན་མོངས་པའི་ནད་ལས་ཡོངས་སུ་ཐར་བར་བྱེད་པའོ། ||| He frees them completely of the disease of mental afflictions,
ལུས་ཀྱི་དུག་འབྱུང་བ་ཆེན་པོའི་ནད་གསོ་བར་བྱེད་པའོ། ||| and cures the body’s poisons, the diseases derived from the four great elements.
སེམས་ཅན་གང་དག་ལྟ་བ་ངན་པས་སྡུག་བསྔལ་བར་གྱུར་པའི་འཁོར་བའི་འབྲོག་བསླད་ནས་མཐོ་རིས་དང་ཐར་པར་གནས་པའི་ཐབས་མི་ཤེས་པ་དེ་དག་ཀྱང་ ||| Even those sentient beings who, suffering in the desolate place of saṃsāra, have become polluted by their negative views, and do not know the means to reach the higher realms and liberation,
གལ་ཏེ་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོའི་མིང་རྗོད་པར་བྱེད། ། ||| may utter the name of the bodhisattva Ākāśagarbha,
ཕྱག་འཚལ་བར་བྱེད། ||| pay homage,
དྲི་འབུལ། ཨ་ག་རུའི་བདུག་པས་བདུག་པར་བྱེད་ན། ||| and offer perfume and incense of aloeswood.
རིགས་ཀྱི་བུ་དེ་ནི་དེ་དག་གི་བསམ་པ་དང་། བག་ལ་ཉལ་བ་དང་། དེ་དག་གི་ཉོན་མོངས་པ་དང་ལྡན་པའི་ལྟ་བ་སེམས་དང་འབྲེལ་པ་ཅི་འདྲ་བ་དང་། སྔོན་གྱི་དགེ་བའི་རྩ་བ་བསྐྱེད་པ་ཅི་འདྲ་བ་ལ་ཡང་རྟོག་ཅིང་ ||| This son of noble family examines their mentalities and latent tendencies, how they are influenced by afflicted views, and how they generated roots of merit in the past, and
སེམས་སྦྱོང་བ་ཇི་ལྟ་བུར་བྱ་བའི་རིགས་པ་ ||| he understands how their minds have to be trained.
དགེ་བའི་རྩ་བ་སངས་རྒྱས་ལ་བསྐྱེད་པའམ། ཆོས་ལ་བསྐྱེད་པའམ། དགེ་འདུན་ལ་བསྐྱེད་པའམ། བསོད་ནམས་བྱ་བའི་དངོས་པོ་སྦྱིན་པའི་རང་བཞིན་ནམ། ཚུལ་ཁྲིམས་ཀྱི་རང་བཞིན་ནམ། བསྒོམ་པའི་རང་བཞིན་ཡང་རུང་སྟེ། ||| He teaches them how to generate roots of virtue toward the Buddha, the Dharma, and the Saṅgha, or else the meritorious character of the essence of giving, of ethical discipline, or meditation, whichever might be appropriate.
དེ་དག་ཐམས་ཅད་རྨི་ལམ་ན་ཡང་རུང་། སད་པའི་ཚེ་ཡང་རུང་སྟེ། དེ་བཞིན་དུ་ཐབས་མཁས་པས་མངོན་སུམ་དུ་ལམ་དྲང་པོའི་ཐབས་ཀྱིས་སྟོན་ཏེ། ། ||| “Whether in dreams or during waking hours, in all these ways the skillful one teaches the path directly and with straightforward methods.
ཐབས་དེས་ལྟ་བ་ངན་པ་དང་། བྱེད་པ་དང་། སྨོན་ལམ་ངན་པའི་བསམ་པ་དང་། སྐྱབས་ངན་པ་དང་། ངན་པར་འཇུག་པའི་སེམས་ལས་མྱུར་དུ་ཐར་བར་བྱེད་དོ། ། ||| These methods quickly liberate beings from negative views and actions, from unwholesome intentions, from wrong objects of refuge, and from a mind engaged in negativity.
ཅི་ནས་ཀྱང་དེའི་ལུས་དང་། ངག་དང་། ཡིད་ཀྱི་སྦྱོར་བ་དྲང་པོར་འགྱུར་བ་དང་། ||| “It is certain that their actions of body, speech, and mind will become upright,
སྨོན་ལམ་དྲང་པོ་དང་། དགེ་བའི་བཤེས་གཉེན་དྲང་པོ་དང་། བསྟན་པར་འགྱུར་བ་དང་། ||| their aspirations will become honest, and they will follow an honest spiritual friend.
མྱུར་དུ་དྲི་མི་ཞིམ་པ་དང་། ཉོན་མོངས་པ་དང་། སྡིག་པའི་ལྟ་བ་ལས་ཡོངས་སུ་ཐར་བར་འགྱུར་བ་དང་། ། ||| They will quickly be freed from stains, from mental afflictions, and from negative views.
དེ་དག་གི་ངན་སོང་དུ་འགྲོ་བའི་སྡིག་པའི་ལམ་ཐམས་ཅད་སྨོན་ལམ་གྱི་དབང་དང་། ལེགས་པར་སྤྱད་པའི་ལས་ཀྱིས་མྱུར་དུ་བྱང་བར་འགྱུར་བ་དང་། ||| All the unwholesome paths that lead to the lower realms will swiftly be purified by the power of aspirations and the activities of excellent conduct.
དེ་དག་མྱུར་དུ་བདག་གི་སེམས་ལ་དབང་ཐོབ་པར་འགྱུར་བ་དང་། ཟབ་མོའི་བཟོད་པ་ལ་གནས་པར་འགྱུར་བའི་ཐབས་སྟོན་ཏོ། ། ||| He also teaches the methods that allow beings to swiftly gain control over their own minds and abide in profound tolerance.
གང་ཡང་སེམས་ཅན་ལུས་ལ་ནད་སྣ་ཚོགས་ཀྱིས་གཟིར་བ་དང་། ། ||| “If those sentient beings who suffer from various physical diseases,
གང་ཡང་སེམས་གཡེངས་པ་དང་། ||| whose minds are distracted,
གང་དག་གི་མིག་གི་བར་ཆད་བྱས་པ་དང་། ||| who have impaired eyesight,
ལྕེ་བཅིངས་པ་དང་། ། ||| who are inarticulate,
གང་དག་གི་ཡན་ལག་གང་ཡང་རུང་བ་ཞིག་ཉམས་པར་གྱུར་ན། ། ||| or who are physically disabled in any way
དེ་དག་གི་ནད་རབ་ཏུ་ཞི་བར་བྱ་བ་དང་། ནད་མེད་པ་ཐོབ་པར་བྱ་བའི་ཕྱིར་སྙིང་ཐག་པ་ནས། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོའི་མིང་ནས་རྗོད་པར་བྱེད་ཅིང་ ||| wholeheartedly recite the name of the bodhisattva mahāsattva Ākāśagarbha in order to pacify their diseases and reach a state free of ills, and
ཨ་ག་རུ་དང་། རྒྱ་སྤོས་ཀྱིས་བདུགས་ནས། སྐྱེས་བུ་དམ་པ་ནམ་མཁའི་སྙིང་པོ་ལ་ཕྱག་འཚལ་ནས། ||| if they burn aloeswood and Chinese incense and prostrate to the holy being Ākāśagarbha,
རིགས་ཀྱི་བུ་དེ་ནི་དེ་དག་གི་རྨི་ལམ་ན་བྲམ་ཟེའི་གཟུགས་ཀྱིས་མདུན་དུ་འདུག་གམ། བརྒྱ་བྱིན་གྱི་གཟུགས་སམ། དཔལ་གྱི་གཟུགས་སམ། དབྱངས་ཅན་གྱི་གཟུགས་སམ། རྒྱལ་རིགས་ཀྱི་གཟུགས་སམ། བློན་པོའི་གཟུགས་སམ། དཔའ་བོའི་གཟུགས་སམ། སྨན་པའི་གཟུགས་སམ། ཕའི་གཟུགས་སམ། མའི་གཟུགས་སམ། ཁྱེའུའི་གཟུགས་སམ། བུ་མོའི་གཟུགས་ཀྱིས་ ||| then that son of noble family will appear in their dreams in front of them in the guise of a brahmin, Śakra, Śrī, Sarasvatī, or a king, minister, hero, doctor, father, mother, boy, or girl.
རྨི་ལམ་ན་ནད་པའི་མདུན་དུ་འདུག་སྟེ་དེའི་ནད་ཞི་བར་བྱ་བའི་ཕྱིར་སྨན་དང་ཡོ་བྱད་དུ་གྱུར་པ་ཐམས་ཅད་དེ་བཞིན་དུ་སྟོན་ཅིང་ནད་པའི་སྦྱོར་བ་གཅིག་གིས་ནད་ཐམས་ཅད་ཞི་བར་འགྱུར་རོ། ། ||| In the dreams he will sit before sick people and manifest whatever appropriate medicine and instruments can pacify their illness. And with one treatment he will heal all illness.
དེ་བཞིན་དུ་གང་ཞལ་ཏ་དང་། ལོངས་སྤྱོད་འདོད་པ་དང་། གང་ཁ་ཏོན་དང་། ཐོས་པར་འདོད་པ་དང་། ། ||| “Similarly, this son of noble family teaches the appropriate methods to those who desire good advice or possessions, wish to recite prayers and to study,
གང་དབེན་པར་འདོད་པ་དང་། ། ||| long for solitude,
གང་བསམ་གཏན་ལ་བསམ་གཏན་བྱེད་པ་དང་། ཤེས་རབ་འདོད་པ་དང་། གང་ཡང་གྲགས་པར་འདོད་པ་དང་། གང་བཟོ་སྦྱོང་བར་འདོད་པ་དང་། ||| desire to abide firmly in meditative concentration, gain wisdom, be famous, or learn crafts;
གང་དབང་ཕྱུག་འདོད་པ་དང་། གང་གཟུགས་འདོད་པ་དང་། གང་ནོར་འདོད་པ་དང་། གང་དམ་པ་འདོད་པ་དང་། གང་རིགས་འདོད་པ་དང་། གང་བུ་འདོད་པ་དང་། གང་གཡོག་འདོད་པ་དང་། ||| those who desire power, a good body, wealth, saintliness, a high caste, a son, or a servant;
གང་ཡོན་ཏན་འདོད་པ་དང་། ||| those who desire good qualities,
གང་སྦྱིན་པ་འདོད་པ་དང་། གང་ཚུལ་ཁྲིམས་འདོད་པ་ནས། གང་ཤེས་རབ་ཀྱི་བར་དུ་འདོད་པ་དང་། ||| or giving, ethical discipline, and the other perfections up to wisdom;
གང་ཚིག་འཇམ་པོ་འདོད་པ་དང་། གང་སེམས་ཅན་རྣམས་དང་འཐུན་པར་འདོད་པ་དང་། གང་སྡིག་པ་ལས་ཐར་བར་བྱ་བར་འདོད་པ་དང་། གང་སྦྱིན་པ་ལ་གཞོག་པར་འདོད་པ་ནས། ཤེས་རབ་ལ་གཞོག་པའི་བར་དུ་འདོད་པ་དང་། ||| those who desire soft-spoken words, to be in harmony with other beings, liberation from negativity, or to bring others to the practice of all of the perfections from giving to wisdom;
ཚེ་རིང་བར་འདོད་པ་དང་། ལོངས་སྤྱོད་འདོད་པ་དང་མི་འབྲལ་བར་འདོད་པ་དང་། ||| those who desire a long life, or to have property and never lack it;
སེམས་ཅན་སེར་སྣ་ཅན་རྣམས་གཏོང་བ་ལ་གཞོག་པར་འདོད་པ་དང་། ཚུལ་ཁྲིམས་འཆལ་པ་དག་ཚུལ་ཁྲིམས་ལ་གཞོག་པར་འདོད་པ་དང་། ལེ་ལོ་ཅན་དག་བརྩོན་འགྲུས་ལ་གཞོག་པར་འདོད་ན། ། ||| and those who wish to cause the stingy to be generous, the immoral to be ethical, or the lazy to be diligent.
གང་སྙིང་རྗེ་ཆེན་པོ་དང་མ་བྲལ་ཞིང་བདག་ལ་ལྟ་ཞིང་སེམས་ཅན་ཐམས་ཅད་ལ་བཏང་སྙོམས་སུ་བྱེད་ལ། ||| Those who are never lacking in great compassion, and who observe themselves and practice equanimity toward all beings, should think,
བདག་གིས་ཐབས་གང་གིས་སེམས་ཅན་འདི་དག་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ལ་སེམས་བཞག་པ་དང་། ཐབས་མཁས་པ་ལ་དགོད་པ་དང་། ། ||| ‘By whatever means necessary, I will place these beings’ minds in unsurpassable, perfectly complete enlightenment, I will familiarize them with skillful means,
ཚངས་པའི་གནས་བཞི་ནས་སྙིང་རྗེ་ཆེན་པོའི་བར་ལ་དགོད་པར་བྱ་སྙམ་དུ་སེམས་པ་དེས་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་ལ་ཕྱག་བྱའོ། ། ||| I will anchor them in all the mental states from the four sublime abodes up to great compassion,’ and they should all pay homage to the bodhisattva Akāśagarbha.
དགོན་པའམ། དབྱེའམ། བླ་གབ་མེད་པར་ཨ་ག་རུ་དང་། རྒྱ་སྤོས་དང་། དུས་ཀྱི་རྗེས་སུ་འབྲང་བས་བདུག་པར་བྱའོ། ||| “In a remote place, or in the open plains, or in an unsheltered place, they should burn incense of aloeswood and Chinese incense at specific times.
ཐལ་མོ་སྦྱར་ཏེ་ཕྱོགས་མཚམས་ཀུན་ཏུ་ཡན་ལག་ལྔས་ཕྱག་འཚལ་ནས་སྔགས་ཀྱི་ཚིག་འདི་བཟླས་པར་བྱའོ། ||| With palms joined, they should make prostrations with the five limbs in all the cardinal and secondary directions and recite the words of this mantra:
ཏདྱ་ཐཱ། སུ་མྲི་ཤ ། སུ་མྲི་ཤ །ཀཱ་རུ་ཎི་ཀ། ཙ་ར་ཙ་ར། བི་ཙ་ར། སྃ་ཙ་ར། ཀཱ་རུ་ཎི་ཀ །མུར་མུར། བེ་ག་དྷ་རི། མ་ཙ་མེ། བྷུ་ཛ་བཱ་ད། མ་ཧཱ་ཀཱ་རུ་ཎི་ཀཱ། ཙི་ན་ཏ་མ་ཎི་པཱུ་རཱ་ཡ། ཀཱ་རུ་ཎི་ཀ སརྦ་ཤ་མེསྠ་པཱ་ཡ། ཨ་ཛྙཱ་དྷཱ་རི། སྥུ་གུང་སྥུ་གུང་། རུ་ཏི་བི་བེ་ཀ་གུང་དྲིཥྚི་བི་བེ་ཀ་གུང་། པཱུ་ར་ཡ་ཀཱ་རུ་ཎི་ཀ །པཱུ་རཱ་ཡན་ཏུ་མ་མ། ཨ་ཤ་སརྦ་པན་ཐ་ཙ། ཨ་ཤོ་ཀ་ག་ཏི་སྭཱ་ཧཱ། ། ||| tadyathā | sumriśa | sumriśa | kāruṇika | caracara | vicara | saṃcara | kāruṇika | murmur | vegadhari | maca me | bhujapāda | mahā­kāruṇikā | cinata­maṇi pūrāya | kāruṇika | sarva śamesthapāya | ajñādhāri | sphu guṅ sphu guṅ | ruti viveka guṅ driṣṭi viveka guṅ | pūraya kāruṇika | pūrāyantu mama | aśa sarva antha ca | aśokagati svāhā |
སྔགས་འདི་ལན་དུ་མར་བཟླས་ཏེ་ཉལ་བར་བྱའོ། ། ||| “They should recite this mantra many times and then go to sleep.
རིགས་ཀྱི་བུ་དེ་ནི་དེ་ལ་མིའི་གཟུགས་སམ། རི་དགས་ཀྱི་གཟུགས་སམ། བྱའི་གཟུགས་སམ། བདག་ཉིད་དུ་སྟོན་པའམ། དེའི་བསོད་ནམས་ཀྱི་སྐལ་པ་ཇི་ལྟ་བུ་དེ་འདྲ་བའི་གཟུགས་སམ། ། ||| This son of noble family will appear to them in the form of a human being, a wild animal, a bird, in his own form, or as a body that corresponds to their fortune of merit.
ཚིག་གིས་དེ་ལ་ཚུལ་གཅིག་པ་དེ་འདྲ་བའི་ཐབས་སྟོན་པར་བྱེད་དེ། ||| Or he will employ such methods as using words in a similar way.
ཐབས་གཅིག་པོ་དེས་སེམས་ཅན་ཁྲག་ཁྲིག་བརྒྱ་ཕྲག་སྟོང་དུ་མ་དག་ཡོངས་སུ་སྨིན་པར་བྱེད་ནུས་སོ། ||| That method alone has the power to bring billions of billions of beings to complete maturity.
